,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,sigma_true,sigma_estimate,ndt_true,ndt_estimate,mu_z,std_z,corr,sig_to_var
48,2.5555431986678494,1.5,1.9497987284275602,1.6590684298608223,2.9658047606650015,3.0,0.13158957197043936,1.0478194939571808,0.7130525382108727,0.823123271517525,1.8615226148459456,0.13188914604419322,noise,7.944698448544651
49,3.281251028142824,1.511194445761478,1.9450678357015363,1.4529561886319058,0.1740790964960064,0.22939179186792485,0.5656831588885272,2.173367723490231,0.5556870689666892,0.766188691845626,2.8935917305559333,0.5491081565887411,noise,3.9579957015972576
50,2.371391034418268,2.10326681340539,1.1876656297421964,1.15465094137203,2.9668618023317856,2.790517187196901,0.209276096089078,1.7157548037084014,0.9730449621825272,1.0,2.6973531539288254,0.2169910031334204,noise,7.9070319917984895
51,2.2097914984716738,1.5,0.923663496684206,0.6056826319199788,2.2893752497097095,2.3656311097080414,0.6559650912118316,1.2591161837018594,0.56861598895283,0.6910190789057471,1.7912134861147957,0.6766646187482472,noise,1.8607684646362648
52,2.168504878560164,1.5,0.9919436319929563,0.8178824841810024,1.3110665242747555,1.4007515735113663,0.4321933311731183,0.5857129599052819,0.6296309014943382,0.7885232724386614,1.1549973867215706,0.4386468679113813,noise,1.335272180773013
53,1.9596521570343748,1.730254722490387,1.5816098681867372,1.459921996084437,0.2957409515719589,0.2968385809511769,0.307244357873504,0.3142978584310033,0.49090977679289083,0.5228701207653665,1.1666610033040572,0.31423362010655637,ndt,1.0002044285535874
54,2.362582963869304,2.438931566821489,0.4873233938319615,0.6863079890699226,2.4092943718054953,2.2660755921131748,0.21623519554522305,0.8207683422513267,0.9803768448205189,1.0,1.7938911327301126,0.20702131314764244,noise,3.9646562461227126
55,2.0695816834615215,1.5,0.9862513417072848,0.7703094082879043,1.2479556737362516,1.40184729676311,0.7763049980823171,1.078016232401584,0.8093738210076953,0.9441497230458716,1.6664245960522948,0.7501342473576306,noise,1.4370977411029122
56,3.699680945235475,2.540288448706017,0.5916932738426505,0.48765336087872857,0.3102762873281104,0.3059301535243866,0.07340010934212972,1.0047228142955698,0.7236174255708334,1.0,2.004973432278369,0.07172998043218536,noise,14.007013639791111
57,2.0791895939855416,2.0860978476980243,0.6514082461831109,0.6008076442149204,1.5541489366428798,1.5847327171192327,0.37608357145559296,0.39028055644875426,0.6030566198781698,0.5962917307283464,1.5315142299001208,0.39027623981051757,ndt,1.0000110604689612
58,3.7604525012206373,2.8676929734025496,0.45563353576627147,0.34137569772286586,1.2515233354350062,1.2272417639651174,0.8054576545679508,0.9868918216300477,0.844350201904159,1.0,1.7057292355589995,0.7676251788659992,noise,1.2856428486204265
59,2.559482051325343,1.5,1.921516311611149,1.5348762960387692,1.7609113368012357,1.887593627936585,0.5951868421063229,1.0330256411883567,0.0769119545618737,0.1997641593119198,1.0665689343267486,0.5782418311523164,noise,1.786494137115176
60,2.4646052366532425,2.3425719650996717,1.2024574006689142,1.0830712092209285,0.4355897787038998,0.41927579695581196,0.4522447442807259,0.4494028599922283,0.11575877976148015,0.11475781485755622,2.6380486648002104,0.4493909070724946,ndt,1.0000265980453666
