,participant,trials,event,component,Duration,samples,stim,resp,RT,cue,movement,trigger,data,correct
16028,processed_500Hz_0002_epo,138,4,0,332.0,0,2.0,resp_right,989.0,AC,stim_right,AC/stim_right/resp_right,-8.233493566513061e-07,1
16029,processed_500Hz_0002_epo,141,4,0,480.0,0,1.0,resp_right,957.0,AC,stim_left,AC/stim_left/resp_right,1.6152453422546386e-06,0
16030,processed_500Hz_0002_epo,144,4,0,374.0,0,2.0,resp_right,556.0,AC,stim_right,AC/stim_right/resp_right,2.967449188232422e-06,1
16031,processed_500Hz_0002_epo,145,4,0,426.0,0,2.0,resp_right,1158.0,AC,stim_right,AC/stim_right/resp_right,-1.3905909061431885e-06,1
16032,processed_500Hz_0002_epo,148,4,0,180.0,0,1.0,resp_right,363.0,AC,stim_left,AC/stim_left/resp_right,3.5823678970336913e-07,0
16033,processed_500Hz_0002_epo,149,4,0,132.0,0,1.0,resp_left,447.0,AC,stim_left,AC/stim_left/resp_left,4.4911703467369075e-07,1
16034,processed_500Hz_0002_epo,150,4,0,20.0,0,2.0,resp_right,356.0,AC,stim_right,AC/stim_right/resp_right,-4.7386741638183593e-07,1
16035,processed_500Hz_0002_epo,152,4,0,110.0,0,2.0,resp_left,557.0,AC,stim_right,AC/stim_right/resp_left,-3.827451944351196e-06,0
16036,processed_500Hz_0002_epo,154,4,0,124.0,0,2.0,resp_right,741.0,AC,stim_right,AC/stim_right/resp_right,4.6262690424919127e-07,1
16037,processed_500Hz_0002_epo,157,4,0,434.0,0,2.0,resp_left,1014.0,AC,stim_right,AC/stim_right/resp_left,6.381669998168945e-06,0
16038,processed_500Hz_0002_epo,162,4,0,30.0,0,2.0,resp_right,597.0,AC,stim_right,AC/stim_right/resp_right,-4.5997762680053705e-06,1
16039,processed_500Hz_0002_epo,164,4,0,74.0,0,1.0,resp_right,560.0,AC,stim_left,AC/stim_left/resp_right,-4.2494252324104306e-07,0
16040,processed_500Hz_0002_epo,165,4,0,350.0,0,2.0,resp_left,568.0,AC,stim_right,AC/stim_right/resp_left,-7.4407057762145996e-06,0
16041,processed_500Hz_0002_epo,166,4,0,146.0,0,1.0,resp_left,668.0,AC,stim_left,AC/stim_left/resp_left,3.9856663346290585e-07,1
16042,processed_500Hz_0002_epo,167,4,0,268.0,0,1.0,resp_right,810.0,AC,stim_left,AC/stim_left/resp_right,3.3066086769104003e-06,0
16043,processed_500Hz_0002_epo,170,4,0,108.0,0,2.0,resp_left,448.0,AC,stim_right,AC/stim_right/resp_left,-5.582621097564697e-06,0
16044,processed_500Hz_0002_epo,173,4,0,120.0,0,1.0,resp_right,487.0,AC,stim_left,AC/stim_left/resp_right,4.826146125793457e-06,0
16045,processed_500Hz_0002_epo,174,4,0,294.0,0,2.0,resp_right,860.0,AC,stim_right,AC/stim_right/resp_right,5.849208354949951e-06,1
16046,processed_500Hz_0002_epo,177,4,0,334.0,0,1.0,resp_left,699.0,AC,stim_left,AC/stim_left/resp_left,6.942009925842284e-07,1
16047,processed_500Hz_0002_epo,178,4,0,330.0,0,1.0,resp_left,877.0,AC,stim_left,AC/stim_left/resp_left,-5.451694011688232e-06,1
16048,processed_500Hz_0002_epo,188,4,0,38.0,0,2.0,resp_left,471.0,AC,stim_right,AC/stim_right/resp_left,7.331166863441467e-07,0
16049,processed_500Hz_0002_epo,190,4,0,28.0,0,2.0,resp_right,452.0,AC,stim_right,AC/stim_right/resp_right,-1.261289596557617e-06,1
16050,processed_500Hz_0002_epo,191,4,0,358.0,0,2.0,resp_right,1016.0,AC,stim_right,AC/stim_right/resp_right,-2.779068052768707e-07,1
16051,processed_500Hz_0002_epo,193,4,0,580.0,0,1.0,resp_right,921.0,AC,stim_left,AC/stim_left/resp_right,1.6497904062271118e-06,0
16052,processed_500Hz_0002_epo,194,4,0,140.0,0,2.0,resp_right,971.0,AC,stim_right,AC/stim_right/resp_right,-3.7332191467285156e-06,1
16053,processed_500Hz_0002_epo,195,4,0,202.0,0,2.0,resp_right,789.0,AC,stim_right,AC/stim_right/resp_right,-6.831355094909668e-07,1
16054,processed_500Hz_0002_epo,197,4,0,108.0,0,2.0,resp_right,531.0,AC,stim_right,AC/stim_right/resp_right,1.0364949703216552e-06,1
16055,processed_500Hz_0002_epo,199,4,0,22.0,0,2.0,resp_right,350.0,AC,stim_right,AC/stim_right/resp_right,-2.39202618598938e-06,1
16056,processed_500Hz_0003_epo,0,4,0,420.0,0,1.0,resp_left,907.0,AC,stim_left,AC/stim_left/resp_left,4.424358367919922e-06,1
16057,processed_500Hz_0003_epo,2,4,0,396.0,0,1.0,resp_right,1095.0,AC,stim_left,AC/stim_left/resp_right,-7.215327262878417e-06,0
16058,processed_500Hz_0003_epo,3,4,0,502.0,0,2.0,resp_left,1370.0,AC,stim_right,AC/stim_right/resp_left,2.0705924034118653e-06,0
16059,processed_500Hz_0003_epo,5,4,0,454.0,0,2.0,resp_right,907.0,AC,stim_right,AC/stim_right/resp_right,-5.696967840194702e-07,1
16060,processed_500Hz_0003_epo,7,4,0,202.0,0,2.0,resp_right,891.0,AC,stim_right,AC/stim_right/resp_right,-5.048385143280029e-06,1
16061,processed_500Hz_0003_epo,9,4,0,154.0,0,1.0,resp_right,621.0,AC,stim_left,AC/stim_left/resp_right,5.625312805175781e-06,0
16062,processed_500Hz_0003_epo,13,4,0,46.0,0,1.0,resp_left,592.0,AC,stim_left,AC/stim_left/resp_left,9.863397479057311e-07,1
16063,processed_500Hz_0003_epo,14,4,0,56.0,0,1.0,resp_left,560.0,AC,stim_left,AC/stim_left/resp_left,3.7287967205047606e-06,1
16064,processed_500Hz_0003_epo,15,4,0,174.0,0,1.0,resp_left,724.0,AC,stim_left,AC/stim_left/resp_left,-7.077652215957641e-07,1
16065,processed_500Hz_0003_epo,16,4,0,452.0,0,2.0,resp_right,987.0,AC,stim_right,AC/stim_right/resp_right,-9.964383840560912e-07,1
16066,processed_500Hz_0003_epo,17,4,0,580.0,0,1.0,resp_left,1083.0,AC,stim_left,AC/stim_left/resp_left,1.207273244857788e-06,1
16067,processed_500Hz_0003_epo,18,4,0,380.0,0,2.0,resp_right,1059.0,AC,stim_right,AC/stim_right/resp_right,6.852757453918457e-06,1
16068,processed_500Hz_0003_epo,21,4,0,494.0,0,2.0,resp_right,1032.0,AC,stim_right,AC/stim_right/resp_right,-4.288262844085693e-06,1
16069,processed_500Hz_0003_epo,22,4,0,532.0,0,1.0,resp_left,1053.0,AC,stim_left,AC/stim_left/resp_left,-2.1057119369506836e-06,1
16070,processed_500Hz_0003_epo,25,4,0,268.0,0,1.0,resp_left,806.0,AC,stim_left,AC/stim_left/resp_left,-2.1603519916534424e-06,1
16071,processed_500Hz_0003_epo,27,4,0,318.0,0,2.0,resp_right,760.0,AC,stim_right,AC/stim_right/resp_right,-2.428147792816162e-06,1
16072,processed_500Hz_0003_epo,28,4,0,88.0,0,2.0,resp_right,576.0,AC,stim_right,AC/stim_right/resp_right,-6.345045566558838e-07,1
16073,processed_500Hz_0003_epo,31,4,0,706.0,0,2.0,resp_right,1228.0,AC,stim_right,AC/stim_right/resp_right,1.7299155006185172e-09,1
16074,processed_500Hz_0003_epo,32,4,0,314.0,0,1.0,resp_left,850.0,AC,stim_left,AC/stim_left/resp_left,-6.2466211318969725e-06,1
16075,processed_500Hz_0003_epo,33,4,0,454.0,0,2.0,resp_left,952.0,AC,stim_right,AC/stim_right/resp_left,3.519476890563965e-06,0
16076,processed_500Hz_0003_epo,34,4,0,584.0,0,1.0,resp_left,1325.0,AC,stim_left,AC/stim_left/resp_left,-7.145639061927796e-07,1
16077,processed_500Hz_0003_epo,37,4,0,78.0,0,1.0,resp_right,689.0,AC,stim_left,AC/stim_left/resp_right,-9.216261863708495e-06,0
16078,processed_500Hz_0003_epo,43,4,0,594.0,0,2.0,resp_right,1227.0,AC,stim_right,AC/stim_right/resp_right,-4.401736259460449e-06,1
16079,processed_500Hz_0003_epo,48,4,0,676.0,0,2.0,resp_left,1111.0,AC,stim_right,AC/stim_right/resp_left,2.6387555599212647e-06,0
16080,processed_500Hz_0003_epo,51,4,0,684.0,0,2.0,resp_right,1409.0,AC,stim_right,AC/stim_right/resp_right,-4.7635450363159176e-06,1
16081,processed_500Hz_0003_epo,52,4,0,222.0,0,2.0,resp_right,733.0,AC,stim_right,AC/stim_right/resp_right,1.1844081878662108e-06,1
16082,processed_500Hz_0003_epo,53,4,0,260.0,0,1.0,resp_right,1263.0,AC,stim_left,AC/stim_left/resp_right,-1.1384434700012207e-06,0
16083,processed_500Hz_0003_epo,56,4,0,590.0,0,1.0,resp_left,1098.0,AC,stim_left,AC/stim_left/resp_left,-2.4508795738220214e-06,1
16084,processed_500Hz_0003_epo,57,4,0,606.0,0,2.0,resp_right,1093.0,AC,stim_right,AC/stim_right/resp_right,7.602901935577392e-06,1
16085,processed_500Hz_0003_epo,58,4,0,584.0,0,2.0,resp_right,957.0,AC,stim_right,AC/stim_right/resp_right,7.099178314208984e-06,1
16086,processed_500Hz_0003_epo,59,4,0,202.0,0,1.0,resp_left,641.0,AC,stim_left,AC/stim_left/resp_left,2.9584050178527833e-06,1
16087,processed_500Hz_0003_epo,60,4,0,828.0,0,2.0,resp_right,1297.0,AC,stim_right,AC/stim_right/resp_right,2.1142230033874512e-06,1
16088,processed_500Hz_0003_epo,61,4,0,764.0,0,1.0,resp_left,1165.0,AC,stim_left,AC/stim_left/resp_left,3.4603443145751953e-06,1
16089,processed_500Hz_0003_epo,62,4,0,860.0,0,2.0,resp_right,1396.0,AC,stim_right,AC/stim_right/resp_right,-1.5925885438919067e-06,1
16090,processed_500Hz_0003_epo,64,4,0,888.0,0,2.0,resp_right,1436.0,AC,stim_right,AC/stim_right/resp_right,-1.8133122920989989e-06,1
16091,processed_500Hz_0003_epo,66,4,0,706.0,0,2.0,resp_left,1262.0,AC,stim_right,AC/stim_right/resp_left,-2.3473832607269288e-06,0
16092,processed_500Hz_0003_epo,70,4,0,930.0,0,1.0,resp_right,1409.0,AC,stim_left,AC/stim_left/resp_right,-7.936221122741699e-06,0
16093,processed_500Hz_0003_epo,73,4,0,116.0,0,1.0,resp_left,712.0,AC,stim_left,AC/stim_left/resp_left,-6.179859638214111e-06,1
16094,processed_500Hz_0003_epo,74,4,0,574.0,0,2.0,resp_right,1060.0,AC,stim_right,AC/stim_right/resp_right,7.287719249725341e-07,1
16095,processed_500Hz_0003_epo,78,4,0,220.0,0,1.0,resp_left,803.0,AC,stim_left,AC/stim_left/resp_left,-2.665358781814575e-06,1
16096,processed_500Hz_0003_epo,81,4,0,1082.0,0,2.0,resp_right,1532.0,AC,stim_right,AC/stim_right/resp_right,-3.5296866893768307e-06,1
16097,processed_500Hz_0003_epo,82,4,0,894.0,0,2.0,resp_right,1488.0,AC,stim_right,AC/stim_right/resp_right,3.6305398941040037e-06,1
16098,processed_500Hz_0003_epo,84,4,0,712.0,0,1.0,resp_left,1613.0,AC,stim_left,AC/stim_left/resp_left,1.766288161277771e-06,1
16099,processed_500Hz_0003_epo,85,4,0,374.0,0,1.0,resp_left,1474.0,AC,stim_left,AC/stim_left/resp_left,-7.53568708896637e-07,1
16100,processed_500Hz_0003_epo,86,4,0,114.0,0,1.0,resp_left,644.0,AC,stim_left,AC/stim_left/resp_left,-4.8322558403015134e-06,1
16101,processed_500Hz_0003_epo,88,4,0,410.0,0,2.0,resp_right,968.0,AC,stim_right,AC/stim_right/resp_right,4.206492900848389e-06,1
16102,processed_500Hz_0003_epo,91,4,0,564.0,0,1.0,resp_left,1193.0,AC,stim_left,AC/stim_left/resp_left,2.723211288452148e-06,1
16103,processed_500Hz_0003_epo,92,4,0,444.0,0,2.0,resp_left,985.0,AC,stim_right,AC/stim_right/resp_left,-1.121714472770691e-06,0
16104,processed_500Hz_0003_epo,96,4,0,712.0,0,2.0,resp_right,1317.0,AC,stim_right,AC/stim_right/resp_right,1.5181286334991454e-06,1
16105,processed_500Hz_0003_epo,97,4,0,438.0,0,1.0,resp_left,957.0,AC,stim_left,AC/stim_left/resp_left,1.1371628046035767e-06,1
16106,processed_500Hz_0003_epo,99,4,0,828.0,0,1.0,resp_right,1390.0,AC,stim_left,AC/stim_left/resp_right,4.641339302062988e-06,0
16107,processed_500Hz_0003_epo,103,4,0,86.0,0,1.0,resp_right,362.0,AC,stim_left,AC/stim_left/resp_right,1.2875069379806518e-06,0
16108,processed_500Hz_0003_epo,104,4,0,362.0,0,1.0,resp_left,888.0,AC,stim_left,AC/stim_left/resp_left,-7.535720467567443e-07,1
16109,processed_500Hz_0003_epo,106,4,0,154.0,0,2.0,resp_right,693.0,AC,stim_right,AC/stim_right/resp_right,3.133636713027954e-06,1
16110,processed_500Hz_0003_epo,108,4,0,282.0,0,2.0,resp_right,758.0,AC,stim_right,AC/stim_right/resp_right,1.3116666674613952e-07,1
16111,processed_500Hz_0003_epo,113,4,0,288.0,0,2.0,resp_right,775.0,AC,stim_right,AC/stim_right/resp_right,2.5478010177612304e-06,1
16112,processed_500Hz_0003_epo,115,4,0,396.0,0,1.0,resp_left,960.0,AC,stim_left,AC/stim_left/resp_left,-4.269052982330322e-06,1
16113,processed_500Hz_0003_epo,119,4,0,870.0,0,1.0,resp_left,1565.0,AC,stim_left,AC/stim_left/resp_left,3.7370429039001464e-06,1
16114,processed_500Hz_0003_epo,120,4,0,252.0,0,1.0,resp_right,694.0,AC,stim_left,AC/stim_left/resp_right,2.19407057762146e-06,0
16115,processed_500Hz_0003_epo,121,4,0,726.0,0,2.0,resp_right,1298.0,AC,stim_right,AC/stim_right/resp_right,-2.7022411823272705e-06,1
16116,processed_500Hz_0003_epo,123,4,0,1140.0,0,2.0,resp_right,1585.0,AC,stim_right,AC/stim_right/resp_right,1.2197853326797485e-06,1
16117,processed_500Hz_0003_epo,127,4,0,176.0,0,1.0,resp_left,703.0,AC,stim_left,AC/stim_left/resp_left,-6.238874912261963e-06,1
16118,processed_500Hz_0003_epo,131,4,0,254.0,0,1.0,resp_left,727.0,AC,stim_left,AC/stim_left/resp_left,-2.0349602699279786e-06,1
16119,processed_500Hz_0003_epo,134,4,0,260.0,0,1.0,resp_left,1044.0,AC,stim_left,AC/stim_left/resp_left,-3.3428194522857663e-06,1
16120,processed_500Hz_0003_epo,138,4,0,344.0,0,2.0,resp_right,886.0,AC,stim_right,AC/stim_right/resp_right,-8.117830276489258e-06,1
16121,processed_500Hz_0003_epo,143,4,0,372.0,0,1.0,resp_right,1092.0,AC,stim_left,AC/stim_left/resp_right,1.181246519088745e-06,0
16122,processed_500Hz_0003_epo,145,4,0,778.0,0,1.0,resp_right,1250.0,AC,stim_left,AC/stim_left/resp_right,2.8576164245605468e-06,0
16123,processed_500Hz_0003_epo,146,4,0,586.0,0,1.0,resp_right,1078.0,AC,stim_left,AC/stim_left/resp_right,-6.530589461326599e-07,0
16124,processed_500Hz_0003_epo,152,4,0,976.0,0,1.0,resp_left,1420.0,AC,stim_left,AC/stim_left/resp_left,3.5459609031677246e-06,1
16125,processed_500Hz_0003_epo,156,4,0,644.0,0,2.0,resp_right,1219.0,AC,stim_right,AC/stim_right/resp_right,4.2163014411926265e-06,1
16126,processed_500Hz_0003_epo,159,4,0,530.0,0,2.0,resp_right,1033.0,AC,stim_right,AC/stim_right/resp_right,-1.508664846420288e-06,1
16127,processed_500Hz_0003_epo,160,4,0,66.0,0,1.0,resp_right,684.0,AC,stim_left,AC/stim_left/resp_right,3.697486877441406e-06,0
16128,processed_500Hz_0003_epo,162,4,0,422.0,0,1.0,resp_left,1086.0,AC,stim_left,AC/stim_left/resp_left,3.313743829727173e-06,1
16129,processed_500Hz_0003_epo,164,4,0,250.0,0,1.0,resp_left,632.0,AC,stim_left,AC/stim_left/resp_left,3.4691598415374755e-06,1
16130,processed_500Hz_0003_epo,165,4,0,212.0,0,1.0,resp_left,660.0,AC,stim_left,AC/stim_left/resp_left,-5.650331020355225e-06,1
16131,processed_500Hz_0003_epo,166,4,0,674.0,0,1.0,resp_left,1158.0,AC,stim_left,AC/stim_left/resp_left,-1.071043610572815e-06,1
16132,processed_500Hz_0003_epo,168,4,0,174.0,0,2.0,resp_left,734.0,AC,stim_right,AC/stim_right/resp_left,-5.817529559135437e-07,0
16133,processed_500Hz_0003_epo,174,4,0,66.0,0,2.0,resp_right,614.0,AC,stim_right,AC/stim_right/resp_right,2.245847702026367e-06,1
16134,processed_500Hz_0003_epo,175,4,0,540.0,0,1.0,resp_right,995.0,AC,stim_left,AC/stim_left/resp_right,4.2771573066711426e-06,0
16135,processed_500Hz_0003_epo,177,4,0,1100.0,0,2.0,resp_right,1474.0,AC,stim_right,AC/stim_right/resp_right,1.984445571899414e-06,1
16136,processed_500Hz_0003_epo,180,4,0,1680.0,0,2.0,resp_right,2172.0,AC,stim_right,AC/stim_right/resp_right,4.2308285832405087e-07,1
16137,processed_500Hz_0003_epo,181,4,0,504.0,0,1.0,resp_right,1246.0,AC,stim_left,AC/stim_left/resp_right,2.6873955726623534e-06,0
16138,processed_500Hz_0003_epo,182,4,0,588.0,0,1.0,resp_right,1043.0,AC,stim_left,AC/stim_left/resp_right,5.643923282623291e-06,0
16139,processed_500Hz_0003_epo,183,4,0,1062.0,0,1.0,resp_left,1560.0,AC,stim_left,AC/stim_left/resp_left,-8.695228576660155e-06,1
16140,processed_500Hz_0003_epo,184,4,0,430.0,0,1.0,resp_left,970.0,AC,stim_left,AC/stim_left/resp_left,1.0223981142044067e-06,1
16141,processed_500Hz_0003_epo,189,4,0,336.0,0,2.0,resp_right,830.0,AC,stim_right,AC/stim_right/resp_right,-1.7014609575271606e-06,1
16142,processed_500Hz_0003_epo,191,4,0,714.0,0,2.0,resp_right,1153.0,AC,stim_right,AC/stim_right/resp_right,-2.2689530849456787e-06,1
16143,processed_500Hz_0003_epo,193,4,0,276.0,0,2.0,resp_right,806.0,AC,stim_right,AC/stim_right/resp_right,2.2758667469024657e-06,1
16144,processed_500Hz_0003_epo,195,4,0,990.0,0,1.0,resp_right,1763.0,AC,stim_left,AC/stim_left/resp_right,1.1516293287277222e-06,0
16145,processed_500Hz_0003_epo,196,4,0,168.0,0,1.0,resp_left,676.0,AC,stim_left,AC/stim_left/resp_left,-2.004544496536255e-06,1
16146,processed_500Hz_0003_epo,198,4,0,474.0,0,2.0,resp_right,649.0,AC,stim_right,AC/stim_right/resp_right,2.036706447601318e-06,1
16147,processed_500Hz_0003_epo,199,4,0,336.0,0,2.0,resp_right,862.0,AC,stim_right,AC/stim_right/resp_right,2.2906701564788816e-06,1
16148,processed_500Hz_0004_epo,0,4,0,208.0,0,2.0,resp_right,805.0,AC,stim_right,AC/stim_right/resp_right,-3.994839191436767e-06,1
16149,processed_500Hz_0004_epo,1,4,0,214.0,0,1.0,resp_left,709.0,AC,stim_left,AC/stim_left/resp_left,-2.5334479808807374e-06,1
16150,processed_500Hz_0004_epo,2,4,0,228.0,0,1.0,resp_left,708.0,AC,stim_left,AC/stim_left/resp_left,4.433597087860107e-06,1
16151,processed_500Hz_0004_epo,3,4,0,924.0,0,1.0,resp_left,1387.0,AC,stim_left,AC/stim_left/resp_left,-9.75748598575592e-07,1
16152,processed_500Hz_0004_epo,4,4,0,328.0,0,2.0,resp_right,675.0,AC,stim_right,AC/stim_right/resp_right,-5.400572299957275e-06,1
16153,processed_500Hz_0004_epo,5,4,0,934.0,0,2.0,resp_right,1256.0,AC,stim_right,AC/stim_right/resp_right,-2.7697067260742187e-06,1
16154,processed_500Hz_0004_epo,10,4,0,866.0,0,1.0,resp_left,1148.0,AC,stim_left,AC/stim_left/resp_left,8.599524497985839e-07,1
16155,processed_500Hz_0004_epo,12,4,0,234.0,0,2.0,resp_right,632.0,AC,stim_right,AC/stim_right/resp_right,9.916487336158751e-07,1
16156,processed_500Hz_0004_epo,13,4,0,514.0,0,1.0,resp_left,738.0,AC,stim_left,AC/stim_left/resp_left,-3.692857265472412e-06,1
16157,processed_500Hz_0004_epo,14,4,0,248.0,0,2.0,resp_right,717.0,AC,stim_right,AC/stim_right/resp_right,6.632748126983642e-06,1
16158,processed_500Hz_0004_epo,16,4,0,330.0,0,2.0,resp_right,649.0,AC,stim_right,AC/stim_right/resp_right,-6.205450296401978e-07,1
16159,processed_500Hz_0004_epo,17,4,0,206.0,0,2.0,resp_right,648.0,AC,stim_right,AC/stim_right/resp_right,1.0465575009584427e-07,1
16160,processed_500Hz_0004_epo,19,4,0,254.0,0,1.0,resp_right,1000.0,AC,stim_left,AC/stim_left/resp_right,5.561444282531738e-06,0
16161,processed_500Hz_0004_epo,20,4,0,426.0,0,2.0,resp_right,1091.0,AC,stim_right,AC/stim_right/resp_right,-2.3948242664337157e-06,1
16162,processed_500Hz_0004_epo,24,4,0,200.0,0,1.0,resp_left,578.0,AC,stim_left,AC/stim_left/resp_left,7.978517532348633e-06,1
16163,processed_500Hz_0004_epo,26,4,0,636.0,0,1.0,resp_left,820.0,AC,stim_left,AC/stim_left/resp_left,5.74856698513031e-07,1
16164,processed_500Hz_0004_epo,28,4,0,314.0,0,2.0,resp_right,800.0,AC,stim_right,AC/stim_right/resp_right,1.8641036748886107e-06,1
16165,processed_500Hz_0004_epo,29,4,0,366.0,0,1.0,resp_right,632.0,AC,stim_left,AC/stim_left/resp_right,-1.9517098367214202e-07,0
16166,processed_500Hz_0004_epo,32,4,0,108.0,0,1.0,resp_left,697.0,AC,stim_left,AC/stim_left/resp_left,-2.8937883377075195e-06,1
16167,processed_500Hz_0004_epo,33,4,0,346.0,0,2.0,resp_right,760.0,AC,stim_right,AC/stim_right/resp_right,-3.0731093883514403e-06,1
16168,processed_500Hz_0004_epo,34,4,0,128.0,0,1.0,resp_right,744.0,AC,stim_left,AC/stim_left/resp_right,-6.502419710159302e-07,0
16169,processed_500Hz_0004_epo,39,4,0,426.0,0,2.0,resp_right,731.0,AC,stim_right,AC/stim_right/resp_right,-1.0214778184890746e-06,1
16170,processed_500Hz_0004_epo,42,4,0,350.0,0,2.0,resp_right,696.0,AC,stim_right,AC/stim_right/resp_right,-7.826005816459656e-07,1
16171,processed_500Hz_0004_epo,43,4,0,368.0,0,2.0,resp_right,736.0,AC,stim_right,AC/stim_right/resp_right,2.2996537685394285e-06,1
16172,processed_500Hz_0004_epo,45,4,0,914.0,0,1.0,resp_left,1143.0,AC,stim_left,AC/stim_left/resp_left,-3.7282195091247558e-06,1
16173,processed_500Hz_0004_epo,53,4,0,548.0,0,2.0,resp_right,770.0,AC,stim_right,AC/stim_right/resp_right,-3.449082374572754e-06,1
16174,processed_500Hz_0004_epo,55,4,0,406.0,0,2.0,resp_right,748.0,AC,stim_right,AC/stim_right/resp_right,2.026604413986206e-06,1
16175,processed_500Hz_0004_epo,56,4,0,328.0,0,2.0,resp_right,625.0,AC,stim_right,AC/stim_right/resp_right,-7.900542736053467e-06,1
16176,processed_500Hz_0004_epo,58,4,0,326.0,0,2.0,resp_right,732.0,AC,stim_right,AC/stim_right/resp_right,2.431998960673809e-08,1
16177,processed_500Hz_0004_epo,59,4,0,370.0,0,1.0,resp_left,943.0,AC,stim_left,AC/stim_left/resp_left,-7.045617699623108e-07,1
16178,processed_500Hz_0004_epo,62,4,0,176.0,0,1.0,resp_left,829.0,AC,stim_left,AC/stim_left/resp_left,7.290276050567627e-06,1
16179,processed_500Hz_0004_epo,65,4,0,560.0,0,1.0,resp_right,1049.0,AC,stim_left,AC/stim_left/resp_right,-1.2562071084976197e-06,0
16180,processed_500Hz_0004_epo,66,4,0,788.0,0,2.0,resp_right,1128.0,AC,stim_right,AC/stim_right/resp_right,-7.909286975860596e-06,1
16181,processed_500Hz_0004_epo,67,4,0,764.0,0,1.0,resp_right,1343.0,AC,stim_left,AC/stim_left/resp_right,2.8125851154327393e-06,0
16182,processed_500Hz_0004_epo,68,4,0,324.0,0,2.0,resp_right,706.0,AC,stim_right,AC/stim_right/resp_right,-1.1289716958999632e-06,1
16183,processed_500Hz_0004_epo,71,4,0,100.0,0,1.0,resp_right,616.0,AC,stim_left,AC/stim_left/resp_right,7.664066314697265e-06,0
16184,processed_500Hz_0004_epo,72,4,0,146.0,0,2.0,resp_right,1066.0,AC,stim_right,AC/stim_right/resp_right,-1.1469100713729859e-06,1
16185,processed_500Hz_0004_epo,75,4,0,534.0,0,1.0,resp_right,883.0,AC,stim_left,AC/stim_left/resp_right,1.1640533447265624e-05,0
16186,processed_500Hz_0004_epo,78,4,0,190.0,0,2.0,resp_right,571.0,AC,stim_right,AC/stim_right/resp_right,-2.8670012950897215e-06,1
16187,processed_500Hz_0004_epo,85,4,0,260.0,0,2.0,resp_right,741.0,AC,stim_right,AC/stim_right/resp_right,-4.902499198913574e-06,1
16188,processed_500Hz_0004_epo,87,4,0,382.0,0,1.0,resp_left,1070.0,AC,stim_left,AC/stim_left/resp_left,-3.939892530441284e-06,1
16189,processed_500Hz_0004_epo,90,4,0,758.0,0,1.0,resp_right,1211.0,AC,stim_left,AC/stim_left/resp_right,-2.9384334087371827e-06,0
16190,processed_500Hz_0004_epo,91,4,0,296.0,0,2.0,resp_right,893.0,AC,stim_right,AC/stim_right/resp_right,-1.1814676523208618e-06,1
16191,processed_500Hz_0004_epo,92,4,0,242.0,0,2.0,resp_right,643.0,AC,stim_right,AC/stim_right/resp_right,1.5156169235706328e-07,1
16192,processed_500Hz_0004_epo,97,4,0,226.0,0,2.0,resp_right,581.0,AC,stim_right,AC/stim_right/resp_right,-2.3324246406555174e-06,1
16193,processed_500Hz_0004_epo,99,4,0,448.0,0,1.0,resp_left,885.0,AC,stim_left,AC/stim_left/resp_left,-3.5779578685760497e-06,1
16194,processed_500Hz_0004_epo,100,4,0,384.0,0,2.0,resp_right,750.0,AC,stim_right,AC/stim_right/resp_right,3.896018505096436e-06,1
16195,processed_500Hz_0004_epo,101,4,0,152.0,0,1.0,resp_left,646.0,AC,stim_left,AC/stim_left/resp_left,2.5617976188659665e-06,1
16196,processed_500Hz_0004_epo,105,4,0,572.0,0,2.0,resp_right,889.0,AC,stim_right,AC/stim_right/resp_right,3.062819242477417e-06,1
16197,processed_500Hz_0004_epo,108,4,0,184.0,0,1.0,resp_left,663.0,AC,stim_left,AC/stim_left/resp_left,3.2481729984283447e-06,1
16198,processed_500Hz_0004_epo,111,4,0,294.0,0,2.0,resp_right,1065.0,AC,stim_right,AC/stim_right/resp_right,-8.250951021909713e-08,1
16199,processed_500Hz_0004_epo,113,4,0,896.0,0,1.0,resp_right,1217.0,AC,stim_left,AC/stim_left/resp_right,3.2006449699401853e-06,0
16200,processed_500Hz_0004_epo,117,4,0,910.0,0,2.0,resp_right,1154.0,AC,stim_right,AC/stim_right/resp_right,-4.629499912261963e-06,1
16201,processed_500Hz_0004_epo,118,4,0,166.0,0,2.0,resp_right,708.0,AC,stim_right,AC/stim_right/resp_right,1.8973349332809447e-06,1
16202,processed_500Hz_0004_epo,127,4,0,400.0,0,1.0,resp_left,922.0,AC,stim_left,AC/stim_left/resp_left,1.3914116621017455e-06,1
16203,processed_500Hz_0004_epo,132,4,0,508.0,0,2.0,resp_right,827.0,AC,stim_right,AC/stim_right/resp_right,1.578458547592163e-06,1
16204,processed_500Hz_0004_epo,133,4,0,520.0,0,1.0,resp_right,741.0,AC,stim_left,AC/stim_left/resp_right,5.898872375488281e-06,0
16205,processed_500Hz_0004_epo,134,4,0,460.0,0,1.0,resp_left,885.0,AC,stim_left,AC/stim_left/resp_left,-4.192480564117431e-06,1
16206,processed_500Hz_0004_epo,139,4,0,38.0,0,1.0,resp_right,661.0,AC,stim_left,AC/stim_left/resp_right,2.0762364864349363e-06,0
16207,processed_500Hz_0004_epo,142,4,0,584.0,0,2.0,resp_right,1082.0,AC,stim_right,AC/stim_right/resp_right,2.436129570007324e-06,1
