,participant,trials,event,component,Duration,samples,stim,resp,RT,cue,movement,trigger,data,correct
4446,processed_500Hz_0001_epo,1,3,0,384.0,0,1.0,resp_left,683.0,SP,stim_left,SP/stim_left/resp_left,-5.0189347267150876e-06,1
4447,processed_500Hz_0001_epo,3,3,0,618.0,0,1.0,resp_right,994.0,SP,stim_left,SP/stim_left/resp_right,2.9686853885650633e-06,0
4448,processed_500Hz_0001_epo,5,3,0,454.0,0,2.0,resp_left,722.0,SP,stim_right,SP/stim_right/resp_left,-4.96959638595581e-06,0
4449,processed_500Hz_0001_epo,8,3,0,224.0,0,2.0,resp_right,552.0,SP,stim_right,SP/stim_right/resp_right,-3.800122261047363e-06,1
4450,processed_500Hz_0001_epo,9,3,0,512.0,0,1.0,resp_right,922.0,SP,stim_left,SP/stim_left/resp_right,1.0082562446594237e-05,0
4451,processed_500Hz_0001_epo,10,3,0,66.0,0,2.0,resp_right,325.0,SP,stim_right,SP/stim_right/resp_right,6.944504261016845e-06,1
4452,processed_500Hz_0001_epo,13,3,0,148.0,0,2.0,resp_right,405.0,SP,stim_right,SP/stim_right/resp_right,2.227631092071533e-06,1
4453,processed_500Hz_0001_epo,14,3,0,574.0,0,1.0,resp_left,854.0,SP,stim_left,SP/stim_left/resp_left,2.6125426292419434e-06,1
4454,processed_500Hz_0001_epo,16,3,0,174.0,0,1.0,resp_right,410.0,SP,stim_left,SP/stim_left/resp_right,-1.8539602756500243e-06,0
4455,processed_500Hz_0001_epo,18,3,0,310.0,0,1.0,resp_left,610.0,SP,stim_left,SP/stim_left/resp_left,1.5438332557678222e-06,1
4456,processed_500Hz_0001_epo,20,3,0,166.0,0,1.0,resp_right,537.0,SP,stim_left,SP/stim_left/resp_right,-6.384676933288574e-06,0
4457,processed_500Hz_0001_epo,21,3,0,300.0,0,1.0,resp_right,581.0,SP,stim_left,SP/stim_left/resp_right,7.712445259094238e-06,0
4458,processed_500Hz_0001_epo,25,3,0,508.0,0,1.0,resp_left,785.0,SP,stim_left,SP/stim_left/resp_left,-6.977837085723877e-06,1
4459,processed_500Hz_0001_epo,27,3,0,248.0,0,1.0,resp_left,513.0,SP,stim_left,SP/stim_left/resp_left,4.259220510721207e-08,1
4460,processed_500Hz_0001_epo,29,3,0,138.0,0,2.0,resp_left,406.0,SP,stim_right,SP/stim_right/resp_left,4.487199783325195e-06,0
4461,processed_500Hz_0001_epo,30,3,0,300.0,0,1.0,resp_right,593.0,SP,stim_left,SP/stim_left/resp_right,4.534575939178466e-06,0
4462,processed_500Hz_0001_epo,32,3,0,270.0,0,2.0,resp_right,550.0,SP,stim_right,SP/stim_right/resp_right,-1.4067829847335815e-06,1
4463,processed_500Hz_0001_epo,34,3,0,434.0,0,2.0,resp_left,724.0,SP,stim_right,SP/stim_right/resp_left,3.7374234199523923e-06,0
4464,processed_500Hz_0001_epo,40,3,0,330.0,0,2.0,resp_right,664.0,SP,stim_right,SP/stim_right/resp_right,-1.9775112867355344e-06,1
4465,processed_500Hz_0001_epo,41,3,0,290.0,0,2.0,resp_right,716.0,SP,stim_right,SP/stim_right/resp_right,-1.3800854682922363e-06,1
4466,processed_500Hz_0001_epo,42,3,0,176.0,0,2.0,resp_right,509.0,SP,stim_right,SP/stim_right/resp_right,5.391957759857178e-06,1
4467,processed_500Hz_0001_epo,44,3,0,196.0,0,2.0,resp_right,447.0,SP,stim_right,SP/stim_right/resp_right,-7.349030017852783e-06,1
4468,processed_500Hz_0001_epo,45,3,0,200.0,0,1.0,resp_left,513.0,SP,stim_left,SP/stim_left/resp_left,5.018929004669189e-06,1
4469,processed_500Hz_0001_epo,48,3,0,418.0,0,2.0,resp_right,730.0,SP,stim_right,SP/stim_right/resp_right,1.0362447500228881e-06,1
4470,processed_500Hz_0001_epo,51,3,0,596.0,0,1.0,resp_left,1017.0,SP,stim_left,SP/stim_left/resp_left,-5.666369915008545e-06,1
4471,processed_500Hz_0001_epo,54,3,0,646.0,0,1.0,resp_left,1011.0,SP,stim_left,SP/stim_left/resp_left,7.402656078338623e-06,1
4472,processed_500Hz_0001_epo,56,3,0,90.0,0,2.0,resp_right,496.0,SP,stim_right,SP/stim_right/resp_right,1.1440104246139527e-06,1
4473,processed_500Hz_0001_epo,59,3,0,286.0,0,2.0,resp_left,580.0,SP,stim_right,SP/stim_right/resp_left,1.4428739249706267e-07,0
4474,processed_500Hz_0001_epo,61,3,0,202.0,0,1.0,resp_right,537.0,SP,stim_left,SP/stim_left/resp_right,8.620368242263793e-07,0
4475,processed_500Hz_0001_epo,62,3,0,122.0,0,1.0,resp_right,533.0,SP,stim_left,SP/stim_left/resp_right,3.0187675952911376e-06,0
4476,processed_500Hz_0001_epo,66,3,0,420.0,0,2.0,resp_right,699.0,SP,stim_right,SP/stim_right/resp_right,-3.6488595008850096e-06,1
4477,processed_500Hz_0001_epo,68,3,0,216.0,0,1.0,resp_left,475.0,SP,stim_left,SP/stim_left/resp_left,4.54788064956665e-06,1
4478,processed_500Hz_0001_epo,70,3,0,122.0,0,2.0,resp_right,500.0,SP,stim_right,SP/stim_right/resp_right,-3.559816837310791e-06,1
4479,processed_500Hz_0001_epo,72,3,0,528.0,0,2.0,resp_right,809.0,SP,stim_right,SP/stim_right/resp_right,-2.4054233729839326e-07,1
4480,processed_500Hz_0001_epo,74,3,0,472.0,0,1.0,resp_left,774.0,SP,stim_left,SP/stim_left/resp_left,1.1783450841903686e-06,1
4481,processed_500Hz_0001_epo,77,3,0,194.0,0,1.0,resp_right,486.0,SP,stim_left,SP/stim_left/resp_right,-2.821599543094635e-07,0
4482,processed_500Hz_0001_epo,81,3,0,628.0,0,2.0,resp_right,906.0,SP,stim_right,SP/stim_right/resp_right,-5.243410110473633e-06,1
4483,processed_500Hz_0001_epo,82,3,0,252.0,0,2.0,resp_right,588.0,SP,stim_right,SP/stim_right/resp_right,-5.914798736572265e-06,1
4484,processed_500Hz_0001_epo,83,3,0,238.0,0,2.0,resp_right,582.0,SP,stim_right,SP/stim_right/resp_right,-2.5934493541717527e-07,1
4485,processed_500Hz_0001_epo,84,3,0,214.0,0,1.0,resp_right,473.0,SP,stim_left,SP/stim_left/resp_right,-2.3455746173858643e-06,0
4486,processed_500Hz_0001_epo,85,3,0,148.0,0,1.0,resp_right,518.0,SP,stim_left,SP/stim_left/resp_right,1.2370758056640624e-06,0
4487,processed_500Hz_0001_epo,86,3,0,422.0,0,2.0,resp_left,745.0,SP,stim_right,SP/stim_right/resp_left,2.2819414138793946e-06,0
4488,processed_500Hz_0001_epo,87,3,0,60.0,0,1.0,resp_right,414.0,SP,stim_left,SP/stim_left/resp_right,2.6971898078918454e-06,0
4489,processed_500Hz_0001_epo,88,3,0,336.0,0,1.0,resp_left,650.0,SP,stim_left,SP/stim_left/resp_left,4.416384696960449e-06,1
4490,processed_500Hz_0001_epo,94,3,0,234.0,0,2.0,resp_left,506.0,SP,stim_right,SP/stim_right/resp_left,3.899154901504516e-06,0
4491,processed_500Hz_0001_epo,97,3,0,1046.0,0,2.0,resp_right,1342.0,SP,stim_right,SP/stim_right/resp_right,-1.8724365234374998e-06,1
4492,processed_500Hz_0001_epo,100,3,0,318.0,0,2.0,resp_left,646.0,SP,stim_right,SP/stim_right/resp_left,-2.080230236053467e-06,0
4493,processed_500Hz_0001_epo,103,3,0,756.0,0,2.0,resp_left,1110.0,SP,stim_right,SP/stim_right/resp_left,7.071250081062316e-07,0
4494,processed_500Hz_0001_epo,104,3,0,348.0,0,1.0,resp_left,671.0,SP,stim_left,SP/stim_left/resp_left,-6.016608476638794e-07,1
4495,processed_500Hz_0001_epo,105,3,0,204.0,0,2.0,resp_right,644.0,SP,stim_right,SP/stim_right/resp_right,-1.5749770402908325e-06,1
4496,processed_500Hz_0001_epo,110,3,0,440.0,0,2.0,resp_right,715.0,SP,stim_right,SP/stim_right/resp_right,4.2359957098960875e-07,1
4497,processed_500Hz_0001_epo,111,3,0,188.0,0,1.0,resp_right,507.0,SP,stim_left,SP/stim_left/resp_right,-3.083656072616577e-06,0
4498,processed_500Hz_0001_epo,113,3,0,148.0,0,2.0,resp_right,493.0,SP,stim_right,SP/stim_right/resp_right,1.5075376033782958e-06,1
4499,processed_500Hz_0001_epo,114,3,0,166.0,0,2.0,resp_right,335.0,SP,stim_right,SP/stim_right/resp_right,-7.171479225158691e-06,1
4500,processed_500Hz_0001_epo,115,3,0,356.0,0,2.0,resp_right,530.0,SP,stim_right,SP/stim_right/resp_right,-3.012622356414795e-06,1
4501,processed_500Hz_0001_epo,117,3,0,258.0,0,1.0,resp_right,454.0,SP,stim_left,SP/stim_left/resp_right,-3.4642472863197324e-07,0
4502,processed_500Hz_0001_epo,118,3,0,150.0,0,1.0,resp_right,561.0,SP,stim_left,SP/stim_left/resp_right,-3.1277790665626525e-07,0
4503,processed_500Hz_0001_epo,119,3,0,358.0,0,2.0,resp_right,700.0,SP,stim_right,SP/stim_right/resp_right,-2.175507068634033e-06,1
4504,processed_500Hz_0001_epo,122,3,0,176.0,0,2.0,resp_right,587.0,SP,stim_right,SP/stim_right/resp_right,7.987526416778564e-06,1
4505,processed_500Hz_0001_epo,127,3,0,464.0,0,1.0,resp_right,948.0,SP,stim_left,SP/stim_left/resp_right,-3.788375377655029e-06,0
4506,processed_500Hz_0001_epo,130,3,0,858.0,0,1.0,resp_right,1104.0,SP,stim_left,SP/stim_left/resp_right,5.169447064399719e-07,0
4507,processed_500Hz_0001_epo,131,3,0,586.0,0,1.0,resp_right,849.0,SP,stim_left,SP/stim_left/resp_right,3.6452126502990723e-06,0
4508,processed_500Hz_0001_epo,132,3,0,210.0,0,2.0,resp_right,499.0,SP,stim_right,SP/stim_right/resp_right,1.8933217525482176e-06,1
4509,processed_500Hz_0001_epo,134,3,0,186.0,0,2.0,resp_right,494.0,SP,stim_right,SP/stim_right/resp_right,-5.379366874694824e-06,1
4510,processed_500Hz_0001_epo,136,3,0,328.0,0,1.0,resp_right,773.0,SP,stim_left,SP/stim_left/resp_right,8.693723678588867e-06,0
4511,processed_500Hz_0001_epo,137,3,0,252.0,0,2.0,resp_left,631.0,SP,stim_right,SP/stim_right/resp_left,-1.4727845191955566e-06,0
4512,processed_500Hz_0001_epo,140,3,0,90.0,0,1.0,resp_left,400.0,SP,stim_left,SP/stim_left/resp_left,4.625040531158447e-06,1
4513,processed_500Hz_0001_epo,145,3,0,634.0,0,1.0,resp_right,969.0,SP,stim_left,SP/stim_left/resp_right,-3.6718668937683106e-06,0
4514,processed_500Hz_0001_epo,146,3,0,156.0,0,1.0,resp_right,419.0,SP,stim_left,SP/stim_left/resp_right,-4.009016513824463e-06,0
4515,processed_500Hz_0001_epo,147,3,0,398.0,0,1.0,resp_right,839.0,SP,stim_left,SP/stim_left/resp_right,-3.1278607845306397e-06,0
4516,processed_500Hz_0001_epo,150,3,0,194.0,0,1.0,resp_right,467.0,SP,stim_left,SP/stim_left/resp_right,-2.1984925270080564e-06,0
4517,processed_500Hz_0001_epo,151,3,0,116.0,0,1.0,resp_right,464.0,SP,stim_left,SP/stim_left/resp_right,8.981709480285644e-07,0
4518,processed_500Hz_0001_epo,156,3,0,178.0,0,1.0,resp_right,652.0,SP,stim_left,SP/stim_left/resp_right,-5.739975929260254e-06,0
4519,processed_500Hz_0001_epo,157,3,0,116.0,0,1.0,resp_right,526.0,SP,stim_left,SP/stim_left/resp_right,1.9260976314544675e-06,0
4520,processed_500Hz_0001_epo,158,3,0,118.0,0,1.0,resp_right,378.0,SP,stim_left,SP/stim_left/resp_right,-3.3018324375152587e-06,0
4521,processed_500Hz_0001_epo,159,3,0,220.0,0,1.0,resp_right,491.0,SP,stim_left,SP/stim_left/resp_right,-5.795969009399414e-06,0
4522,processed_500Hz_0001_epo,161,3,0,320.0,0,2.0,resp_right,788.0,SP,stim_right,SP/stim_right/resp_right,-3.85800290107727e-06,1
4523,processed_500Hz_0001_epo,162,3,0,114.0,0,2.0,resp_right,406.0,SP,stim_right,SP/stim_right/resp_right,5.3188991546630855e-06,1
4524,processed_500Hz_0001_epo,163,3,0,104.0,0,1.0,resp_right,390.0,SP,stim_left,SP/stim_left/resp_right,-3.692373514175415e-06,0
4525,processed_500Hz_0001_epo,164,3,0,204.0,0,2.0,resp_right,504.0,SP,stim_right,SP/stim_right/resp_right,1.4953547716140746e-06,1
4526,processed_500Hz_0001_epo,171,3,0,194.0,0,1.0,resp_right,575.0,SP,stim_left,SP/stim_left/resp_right,-9.123021125793457e-06,0
4527,processed_500Hz_0001_epo,173,3,0,362.0,0,2.0,resp_right,566.0,SP,stim_right,SP/stim_right/resp_right,-9.361546516418457e-06,1
4528,processed_500Hz_0001_epo,174,3,0,968.0,0,2.0,resp_right,1342.0,SP,stim_right,SP/stim_right/resp_right,2.4021770954132077e-06,1
4529,processed_500Hz_0001_epo,176,3,0,166.0,0,2.0,resp_right,490.0,SP,stim_right,SP/stim_right/resp_right,-1.481088638305664e-06,1
4530,processed_500Hz_0001_epo,179,3,0,436.0,0,2.0,resp_right,728.0,SP,stim_right,SP/stim_right/resp_right,-1.3968901634216309e-06,1
4531,processed_500Hz_0001_epo,180,3,0,1070.0,0,1.0,resp_right,1417.0,SP,stim_left,SP/stim_left/resp_right,5.762166976928711e-06,0
4532,processed_500Hz_0001_epo,184,3,0,458.0,0,2.0,resp_right,807.0,SP,stim_right,SP/stim_right/resp_right,-3.5584285259246823e-06,1
4533,processed_500Hz_0001_epo,194,3,0,98.0,0,2.0,resp_right,718.0,SP,stim_right,SP/stim_right/resp_right,1.2345614433288574e-06,1
4534,processed_500Hz_0001_epo,195,3,0,32.0,0,1.0,resp_left,367.0,SP,stim_left,SP/stim_left/resp_left,5.0598750114440915e-06,1
4535,processed_500Hz_0001_epo,196,3,0,268.0,0,1.0,resp_right,593.0,SP,stim_left,SP/stim_left/resp_right,-6.9292883872985836e-06,0
4536,processed_500Hz_0001_epo,197,3,0,360.0,0,2.0,resp_right,664.0,SP,stim_right,SP/stim_right/resp_right,6.153569221496581e-06,1
4537,processed_500Hz_0002_epo,0,3,0,1066.0,0,2.0,resp_right,1311.0,SP,stim_right,SP/stim_right/resp_right,-5.4231934249401093e-08,1
4538,processed_500Hz_0002_epo,1,3,0,672.0,0,2.0,resp_right,1138.0,SP,stim_right,SP/stim_right/resp_right,-2.3693361282348633e-06,1
4539,processed_500Hz_0002_epo,3,3,0,364.0,0,2.0,resp_right,593.0,SP,stim_right,SP/stim_right/resp_right,1.0902711153030395e-06,1
4540,processed_500Hz_0002_epo,5,3,0,188.0,0,2.0,resp_right,456.0,SP,stim_right,SP/stim_right/resp_right,-2.80713415145874e-06,1
4541,processed_500Hz_0002_epo,7,3,0,496.0,0,1.0,resp_right,1094.0,SP,stim_left,SP/stim_left/resp_right,5.00329315662384e-07,0
4542,processed_500Hz_0002_epo,10,3,0,140.0,0,1.0,resp_left,422.0,SP,stim_left,SP/stim_left/resp_left,-3.3679369091987607e-07,1
4543,processed_500Hz_0002_epo,13,3,0,334.0,0,1.0,resp_right,590.0,SP,stim_left,SP/stim_left/resp_right,-3.825497627258301e-06,0
4544,processed_500Hz_0002_epo,16,3,0,122.0,0,2.0,resp_right,639.0,SP,stim_right,SP/stim_right/resp_right,-1.951775550842285e-06,1
4545,processed_500Hz_0002_epo,17,3,0,190.0,0,1.0,resp_left,328.0,SP,stim_left,SP/stim_left/resp_left,1.0946627855300902e-06,1
4546,processed_500Hz_0002_epo,21,3,0,108.0,0,2.0,resp_left,400.0,SP,stim_right,SP/stim_right/resp_left,4.13081693649292e-06,0
4547,processed_500Hz_0002_epo,22,3,0,372.0,0,2.0,resp_right,634.0,SP,stim_right,SP/stim_right/resp_right,2.492838621139526e-06,1
4548,processed_500Hz_0002_epo,23,3,0,180.0,0,1.0,resp_left,436.0,SP,stim_left,SP/stim_left/resp_left,-3.114527940750122e-06,1
4549,processed_500Hz_0002_epo,24,3,0,262.0,0,2.0,resp_right,527.0,SP,stim_right,SP/stim_right/resp_right,-1.3924896717071532e-06,1
4550,processed_500Hz_0002_epo,25,3,0,88.0,0,2.0,resp_left,337.0,SP,stim_right,SP/stim_right/resp_left,3.121027708053589e-06,0
4551,processed_500Hz_0002_epo,27,3,0,180.0,0,1.0,resp_left,428.0,SP,stim_left,SP/stim_left/resp_left,-7.335265278816223e-07,1
4552,processed_500Hz_0002_epo,28,3,0,138.0,0,2.0,resp_right,571.0,SP,stim_right,SP/stim_right/resp_right,-9.472741484642028e-07,1
4553,processed_500Hz_0002_epo,29,3,0,218.0,0,2.0,resp_right,474.0,SP,stim_right,SP/stim_right/resp_right,-1.8275842666625976e-06,1
4554,processed_500Hz_0002_epo,30,3,0,208.0,0,2.0,resp_right,478.0,SP,stim_right,SP/stim_right/resp_right,-3.146238327026367e-06,1
4555,processed_500Hz_0002_epo,33,3,0,324.0,0,1.0,resp_left,598.0,SP,stim_left,SP/stim_left/resp_left,2.9139792919158933e-06,1
4556,processed_500Hz_0002_epo,36,3,0,298.0,0,1.0,resp_left,552.0,SP,stim_left,SP/stim_left/resp_left,-1.6557629108428954e-06,1
4557,processed_500Hz_0002_epo,37,3,0,94.0,0,2.0,resp_right,617.0,SP,stim_right,SP/stim_right/resp_right,1.779820442199707e-06,1
4558,processed_500Hz_0002_epo,38,3,0,148.0,0,1.0,resp_right,419.0,SP,stim_left,SP/stim_left/resp_right,-1.4787943363189697e-06,0
4559,processed_500Hz_0002_epo,39,3,0,162.0,0,2.0,resp_right,456.0,SP,stim_right,SP/stim_right/resp_right,-1.461772918701172e-06,1
4560,processed_500Hz_0002_epo,43,3,0,102.0,0,2.0,resp_right,365.0,SP,stim_right,SP/stim_right/resp_right,1.8640156984329222e-06,1
4561,processed_500Hz_0002_epo,45,3,0,584.0,0,2.0,resp_left,856.0,SP,stim_right,SP/stim_right/resp_left,1.9450436532497404e-07,0
4562,processed_500Hz_0002_epo,47,3,0,320.0,0,1.0,resp_left,567.0,SP,stim_left,SP/stim_left/resp_left,-4.056428372859955e-07,1
4563,processed_500Hz_0002_epo,48,3,0,218.0,0,2.0,resp_left,458.0,SP,stim_right,SP/stim_right/resp_left,1.0417244583368301e-07,0
4564,processed_500Hz_0002_epo,49,3,0,186.0,0,2.0,resp_left,440.0,SP,stim_right,SP/stim_right/resp_left,4.467159748077392e-06,0
4565,processed_500Hz_0002_epo,52,3,0,138.0,0,1.0,resp_right,394.0,SP,stim_left,SP/stim_left/resp_right,-1.0565860271453858e-06,0
4566,processed_500Hz_0002_epo,53,3,0,148.0,0,1.0,resp_left,407.0,SP,stim_left,SP/stim_left/resp_left,2.772655725479126e-06,1
4567,processed_500Hz_0002_epo,58,3,0,226.0,0,1.0,resp_left,485.0,SP,stim_left,SP/stim_left/resp_left,-4.7534582018852233e-07,1
4568,processed_500Hz_0002_epo,64,3,0,536.0,0,1.0,resp_left,794.0,SP,stim_left,SP/stim_left/resp_left,-9.833441376686096e-07,1
4569,processed_500Hz_0002_epo,65,3,0,358.0,0,2.0,resp_left,624.0,SP,stim_right,SP/stim_right/resp_left,-3.1605310440063477e-06,0
4570,processed_500Hz_0002_epo,67,3,0,84.0,0,2.0,resp_right,360.0,SP,stim_right,SP/stim_right/resp_right,6.177440285682678e-07,1
4571,processed_500Hz_0002_epo,68,3,0,122.0,0,1.0,resp_left,491.0,SP,stim_left,SP/stim_left/resp_left,3.2603585720062255e-06,1
4572,processed_500Hz_0002_epo,69,3,0,342.0,0,1.0,resp_left,583.0,SP,stim_left,SP/stim_left/resp_left,2.2761528491973878e-06,1
4573,processed_500Hz_0002_epo,71,3,0,44.0,0,2.0,resp_left,300.0,SP,stim_right,SP/stim_right/resp_left,1.5011122226715086e-06,0
4574,processed_500Hz_0002_epo,73,3,0,172.0,0,1.0,resp_left,484.0,SP,stim_left,SP/stim_left/resp_left,-4.166476249694824e-06,1
4575,processed_500Hz_0002_epo,75,3,0,952.0,0,2.0,resp_right,1214.0,SP,stim_right,SP/stim_right/resp_right,-9.088345766067504e-07,1
4576,processed_500Hz_0002_epo,77,3,0,248.0,0,2.0,resp_left,619.0,SP,stim_right,SP/stim_right/resp_left,-2.94119381904602e-06,0
4577,processed_500Hz_0002_epo,79,3,0,214.0,0,1.0,resp_right,392.0,SP,stim_left,SP/stim_left/resp_right,1.4272167682647703e-06,0
4578,processed_500Hz_0002_epo,81,3,0,328.0,0,2.0,resp_left,584.0,SP,stim_right,SP/stim_right/resp_left,2.257697582244873e-06,0
4579,processed_500Hz_0002_epo,84,3,0,90.0,0,1.0,resp_left,350.0,SP,stim_left,SP/stim_left/resp_left,-7.879044413566589e-07,1
4580,processed_500Hz_0002_epo,85,3,0,278.0,0,1.0,resp_left,540.0,SP,stim_left,SP/stim_left/resp_left,6.050902009010315e-07,1
4581,processed_500Hz_0002_epo,86,3,0,162.0,0,1.0,resp_left,480.0,SP,stim_left,SP/stim_left/resp_left,6.722433567047119e-07,1
4582,processed_500Hz_0002_epo,88,3,0,100.0,0,2.0,resp_right,380.0,SP,stim_right,SP/stim_right/resp_right,1.594418168067932e-06,1
4583,processed_500Hz_0002_epo,89,3,0,162.0,0,1.0,resp_left,471.0,SP,stim_left,SP/stim_left/resp_left,4.813992500305175e-06,1
4584,processed_500Hz_0002_epo,92,3,0,364.0,0,2.0,resp_left,645.0,SP,stim_right,SP/stim_right/resp_left,3.705184906721115e-08,0
4585,processed_500Hz_0002_epo,93,3,0,210.0,0,2.0,resp_right,365.0,SP,stim_right,SP/stim_right/resp_right,9.404677152633666e-07,1
4586,processed_500Hz_0002_epo,94,3,0,80.0,0,1.0,resp_left,377.0,SP,stim_left,SP/stim_left/resp_left,-2.1922709941864012e-06,1
4587,processed_500Hz_0002_epo,95,3,0,100.0,0,1.0,resp_right,356.0,SP,stim_left,SP/stim_left/resp_right,-7.045961380004882e-06,0
4588,processed_500Hz_0002_epo,97,3,0,232.0,0,1.0,resp_right,490.0,SP,stim_left,SP/stim_left/resp_right,-8.185586929321289e-07,0
4589,processed_500Hz_0002_epo,98,3,0,176.0,0,2.0,resp_left,440.0,SP,stim_right,SP/stim_right/resp_left,2.3317322731018067e-06,0
4590,processed_500Hz_0002_epo,99,3,0,178.0,0,1.0,resp_left,442.0,SP,stim_left,SP/stim_left/resp_left,-1.4539192914962768e-06,1
4591,processed_500Hz_0002_epo,104,3,0,186.0,0,2.0,resp_right,534.0,SP,stim_right,SP/stim_right/resp_right,1.3590341806411742e-06,1
4592,processed_500Hz_0002_epo,108,3,0,132.0,0,2.0,resp_right,399.0,SP,stim_right,SP/stim_right/resp_right,6.518973350524902e-06,1
4593,processed_500Hz_0002_epo,109,3,0,138.0,0,1.0,resp_left,390.0,SP,stim_left,SP/stim_left/resp_left,1.1028584241867064e-06,1
4594,processed_500Hz_0002_epo,111,3,0,114.0,0,1.0,resp_right,379.0,SP,stim_left,SP/stim_left/resp_right,5.450245857238769e-06,0
4595,processed_500Hz_0002_epo,115,3,0,326.0,0,1.0,resp_right,566.0,SP,stim_left,SP/stim_left/resp_right,4.147552013397216e-06,0
4596,processed_500Hz_0002_epo,121,3,0,130.0,0,1.0,resp_left,399.0,SP,stim_left,SP/stim_left/resp_left,-3.801093339920044e-06,1
4597,processed_500Hz_0002_epo,123,3,0,394.0,0,1.0,resp_right,533.0,SP,stim_left,SP/stim_left/resp_right,-4.18468189239502e-06,0
4598,processed_500Hz_0002_epo,126,3,0,146.0,0,1.0,resp_left,440.0,SP,stim_left,SP/stim_left/resp_left,-2.4566800594329832e-06,1
4599,processed_500Hz_0002_epo,127,3,0,180.0,0,2.0,resp_left,431.0,SP,stim_right,SP/stim_right/resp_left,8.520919680595398e-07,0
4600,processed_500Hz_0002_epo,128,3,0,72.0,0,1.0,resp_right,572.0,SP,stim_left,SP/stim_left/resp_right,-1.815682202577591e-07,0
4601,processed_500Hz_0002_epo,135,3,0,116.0,0,1.0,resp_left,487.0,SP,stim_left,SP/stim_left/resp_left,4.02785587310791e-06,1
4602,processed_500Hz_0002_epo,137,3,0,158.0,0,2.0,resp_left,411.0,SP,stim_right,SP/stim_right/resp_left,3.2725432515144344e-07,0
4603,processed_500Hz_0002_epo,139,3,0,254.0,0,2.0,resp_left,423.0,SP,stim_right,SP/stim_right/resp_left,-2.4194777011871335e-06,0
4604,processed_500Hz_0002_epo,140,3,0,202.0,0,2.0,resp_left,529.0,SP,stim_right,SP/stim_right/resp_left,4.310016632080078e-07,0
4605,processed_500Hz_0002_epo,142,3,0,124.0,0,2.0,resp_right,373.0,SP,stim_right,SP/stim_right/resp_right,-3.66804027557373e-06,1
4606,processed_500Hz_0002_epo,143,3,0,124.0,0,2.0,resp_left,425.0,SP,stim_right,SP/stim_right/resp_left,-1.2174400091171264e-06,0
4607,processed_500Hz_0002_epo,146,3,0,194.0,0,1.0,resp_left,494.0,SP,stim_left,SP/stim_left/resp_left,-1.5182939767837523e-06,1
4608,processed_500Hz_0002_epo,147,3,0,130.0,0,1.0,resp_left,434.0,SP,stim_left,SP/stim_left/resp_left,1.8963309526443481e-06,1
4609,processed_500Hz_0002_epo,151,3,0,72.0,0,2.0,resp_left,375.0,SP,stim_right,SP/stim_right/resp_left,-3.2160484790802e-06,0
4610,processed_500Hz_0002_epo,156,3,0,126.0,0,2.0,resp_right,390.0,SP,stim_right,SP/stim_right/resp_right,-3.2920014858245846e-06,1
4611,processed_500Hz_0002_epo,158,3,0,96.0,0,2.0,resp_right,352.0,SP,stim_right,SP/stim_right/resp_right,-2.9833154678344725e-06,1
4612,processed_500Hz_0002_epo,159,3,0,104.0,0,1.0,resp_left,434.0,SP,stim_left,SP/stim_left/resp_left,-3.114128828048706e-06,1
4613,processed_500Hz_0002_epo,160,3,0,316.0,0,2.0,resp_left,595.0,SP,stim_right,SP/stim_right/resp_left,3.199517011642456e-06,0
4614,processed_500Hz_0002_epo,161,3,0,106.0,0,2.0,resp_right,373.0,SP,stim_right,SP/stim_right/resp_right,-3.0319693088531494e-06,1
4615,processed_500Hz_0002_epo,163,3,0,180.0,0,2.0,resp_left,431.0,SP,stim_right,SP/stim_right/resp_left,-2.4264729022979736e-06,0
4616,processed_500Hz_0002_epo,168,3,0,128.0,0,1.0,resp_left,388.0,SP,stim_left,SP/stim_left/resp_left,4.0684990882873536e-06,1
4617,processed_500Hz_0002_epo,169,3,0,158.0,0,1.0,resp_left,406.0,SP,stim_left,SP/stim_left/resp_left,1.1026577949523925e-06,1
4618,processed_500Hz_0002_epo,171,3,0,184.0,0,2.0,resp_right,456.0,SP,stim_right,SP/stim_right/resp_right,-1.984244704246521e-06,1
4619,processed_500Hz_0002_epo,172,3,0,230.0,0,1.0,resp_right,549.0,SP,stim_left,SP/stim_left/resp_right,-4.7346382141113275e-06,0
4620,processed_500Hz_0002_epo,175,3,0,116.0,0,1.0,resp_right,366.0,SP,stim_left,SP/stim_left/resp_right,3.565770626068115e-06,0
4621,processed_500Hz_0002_epo,176,3,0,92.0,0,1.0,resp_left,374.0,SP,stim_left,SP/stim_left/resp_left,-5.420421600341797e-06,1
4622,processed_500Hz_0002_epo,179,3,0,212.0,0,1.0,resp_right,497.0,SP,stim_left,SP/stim_left/resp_right,8.177606463432312e-07,0
4623,processed_500Hz_0002_epo,180,3,0,112.0,0,1.0,resp_right,365.0,SP,stim_left,SP/stim_left/resp_right,-4.076241970062256e-06,0
4624,processed_500Hz_0002_epo,181,3,0,66.0,0,1.0,resp_left,359.0,SP,stim_left,SP/stim_left/resp_left,-2.9020071029663084e-06,1
4625,processed_500Hz_0002_epo,182,3,0,78.0,0,2.0,resp_left,345.0,SP,stim_right,SP/stim_right/resp_left,4.461575031280517e-06,0
4626,processed_500Hz_0002_epo,183,3,0,226.0,0,2.0,resp_right,496.0,SP,stim_right,SP/stim_right/resp_right,3.240027666091919e-06,1
