,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,sigma_z_true,sigma_z_estimate,ndt_true,ndt_estimate,alpha_true,alpha_estimate
0,2.0086670955645616,1.686675890970349,0.967096876091743,0.8531933229694095,0.636518621038495,0.6373543463312619,0.4421730004338821,0.46434680251513005,0.4970214988808819,0.5640208568331682,-1.2865756068826606,-1.3505058478767964
1,2.263173382333519,2.942192028284766,0.35449715607567317,0.42375178506405675,2.964313913709109,3.0,0.1824145119352001,0.18048706840159057,0.8347062329812116,0.7357057850107975,-0.667811048470848,-0.559007369150593
2,2.5811892569227863,2.205199660539832,0.907665254563848,0.8029183759592857,1.030065282413899,1.192916937844768,0.09003236462155577,0.08898139891981331,0.7119654934829264,0.8009654287734282,-0.7752717575516477,-0.8628076577836898
3,2.254700000563547,2.700421465955155,0.7014876482622847,0.8767869887476913,2.69663146109856,2.501123843851022,0.1824820443187192,0.18987989104997255,0.15453195581978119,0.10853228709884913,-1.0119873809653321,-0.9496239136751736
4,1.6980377681447878,1.799647985909595,0.5193486872972671,0.559158298669351,0.9371427717883515,0.9233289667503313,0.1499359616388024,0.1523201560179175,0.34004409406369956,0.3220440937560003,-1.5131848179694987,-1.5036799577647109
5,2.662127198958018,2.0353670091632035,1.381334259810304,1.311516446547397,2.098517166635391,1.9402617495845722,0.3989206389607853,0.39576186101954725,0.4788267611216948,0.5608277237125286,-0.790024271427861,-0.8750502494922003
6,1.8533987773045881,2.1420290714577175,0.3805637691579971,0.46986622858943305,0.5394271384314663,0.49488784828792043,0.4152979650536887,0.4288829189382015,0.07276479355666247,0.05,-1.2101651755431224,-1.204801712066685
7,3.9397934852291985,3.0043094896878912,1.6691957705660425,1.490592688386715,0.013211587139512426,0.019351983928727577,0.4590104118230845,0.4691278739329212,0.7084162216437171,0.7794171872790114,-0.5171366018540481,-0.5847290411775323
8,2.453000112046469,2.7012664623345444,1.7501163805488507,1.660726037114392,0.6381830364707177,0.6744181188367229,0.47165305356006537,0.48676789244336927,0.2375542239496013,0.1975542940478997,-1.7826096848765376,-1.744652756724249
9,3.3593702605771507,3.623284721021733,0.39495104897953937,0.3470847728452911,2.6444047535235575,2.845272478136888,0.18386441173288862,0.185205252993272,0.3074860209833708,0.29064817953855643,-0.3113241849823445,-0.2880218711703622
10,1.6566494625699675,1.7379957569047833,0.21593377914675171,0.1715039201169645,1.3471173035364505,1.5085021727807515,0.08525194488383975,0.0830366285653428,0.06654597923922964,0.05654598673463217,-0.4713157181106226,-0.46182819344016457
11,2.5538293786776567,2.5505005361305084,0.8103270288939521,0.9822563248498912,2.6470317335589995,2.6343985255130273,0.050363406874024255,0.050330892063962566,0.5722245280053903,0.5992247268240235,-1.059664885661658,-1.084895914711049
12,2.970239718988072,2.7189158329663305,0.12729178094961338,0.10891490276499982,2.9218388766697743,2.9998120126895786,0.13767764262335463,0.1375816405514521,0.12350723601905818,0.19050724883127373,-1.378104640403115,-1.4489719731608222
13,3.8280220877756355,3.579692794394254,1.6282583435428235,1.6193097662345686,1.4297216724919148,1.43616570081337,0.13917518320021688,0.13480259144119683,0.6309304498367132,0.6809303326673588,-0.5726038572408896,-0.621809066017035
14,3.9358862604607334,3.903063181704021,0.16068338501734347,0.13449080396259094,2.4112143431208257,2.4836280839812304,0.10629867037202721,0.1082867987765252,0.28264232765204117,0.2946423230540632,-1.6545077467495666,-1.665589011099604
15,1.6341865731045462,1.5,1.528873448939782,1.369243666294427,2.659797180880944,2.7225289935777632,0.08196438487004541,0.08194216025408547,0.9351914797135921,0.955191463031478,-0.22945015617894862,-0.25426512541165824
16,2.837013438611801,3.4178967975159162,1.4357830352380705,1.489459663690352,2.8743198084559,3.0,0.4007596597442953,0.40497128634137414,0.5033202725644031,0.4603202742774396,-1.0385836884899096,-0.9864321269826086
17,1.988478238369152,2.0673638609684883,0.6713901516924023,0.6851748985236582,0.07809329606352244,0.008807663193238559,0.1010763490182343,0.10034106448916108,0.06347260818684361,0.05,-1.4891719531501033,-1.4845935158217525
18,2.208271403175109,2.1120134987268835,0.5686462546876441,0.5306344010433393,0.6737341717344052,0.6545342491445589,0.19745551144025783,0.19749323322037127,0.23119832392883208,0.251195828624225,-1.554896822771637,-1.5606961557211458
19,2.786626553925818,2.137405317044804,1.237836483027517,1.0832131605999813,1.38951609874074,1.4706159253778175,0.1925585322567043,0.19264895195777612,0.5954151841986055,0.6974150958448094,-1.6777506133974454,-1.773934247213825
20,1.9457588402251231,2.188774481505303,0.20450431645629463,0.24509105601628264,0.6617004393745495,0.6782161723226628,0.07359176771547707,0.07563607715188085,0.13019373474471832,0.07319373377346129,-0.5435351626583181,-0.4835416248439499
21,1.7030203049167785,1.5662342418821473,1.8415259890402675,1.8041813018269126,2.382142388538551,2.4054164367076347,0.46625067957053395,0.47098124527439017,0.8240014535019771,0.8460014511660651,-1.4423865464309362,-1.4724756082736596
22,2.4407649994990495,2.224399401020335,1.8234405797422188,1.7016611057582067,1.1927542897257801,1.2284903045182465,0.2561274902893881,0.26307521451961424,0.711047080207552,0.7202969839458804,-0.2960614492785647,-0.29242112885637517
23,2.854123939522986,2.1270470480741337,1.9755760411947922,1.619582991373742,1.7718135470869565,1.790655992994458,0.2860112832837268,0.289325134309228,0.5212381193334972,0.5712381137499702,-0.885078987763561,-0.9661710585260501
24,2.1114334545161078,1.9441102480044488,0.42557538431715275,0.1510223498711875,2.7172994349117707,2.999887885530707,0.30351746516889466,0.29304718058106355,0.08060849799560077,0.10360863228005204,-0.6855089234944911,-0.6956982143852517
25,1.5032772785370305,1.5,0.5132372096215245,0.5081447034445965,0.04782387548495748,0.04074158115109475,0.4583808037066226,0.4263200896394329,0.8559524608292287,0.8619529960419088,-0.691321096933577,-0.693067544604592
26,2.6286894973292605,2.175528044731216,1.8586923559363515,1.629232090914151,0.2853884508808525,0.3300812990189768,0.29963232946396134,0.3031196915890334,0.7375533371219467,0.7775533347151785,-0.7612735469135322,-0.8233417606753659
27,3.936544944744604,3.508087517956202,0.5716012314740938,0.5356586219473762,2.3315013685829777,2.319205674348089,0.32691603568925504,0.317597764569731,0.47318467776647705,0.5321845000736439,-1.9379462477719438,-1.9854851000879257
28,2.254103232738222,2.4719428669011334,0.48908188120101326,0.46126953081197397,0.9389098575333994,0.9734792891336586,0.4577220022156143,0.46881956263358276,0.5979999125012107,0.5379255063856092,-0.5799133907974434,-0.5246504324331551
29,3.8197452288381637,3.0163256290067633,1.8880019280407347,1.6821761347767799,2.675439922553483,2.962013858579642,0.3592072838561375,0.3409187679119756,0.7425292232265934,0.8086510962073576,-1.9368221541742334,-1.9964506551302645
30,2.4544494361233276,1.6531288594529014,1.6142801434558278,1.397468073451184,1.2152383532646245,1.3111984135710568,0.15406015574483864,0.15044580585511383,0.7895117031582487,0.8965116546192402,-1.5537567861896247,-1.662463482098613
31,1.7846969432242719,1.7165507031637282,1.1713254120643326,1.0919360546087293,0.17207851660009066,0.14965167328658588,0.41344311887894997,0.3900498825748388,0.09875302041839432,0.09675300160583948,-0.5048577388315733,-0.4816852712727108
32,2.9736890454546034,2.206096255878532,1.6527851405937661,1.2086298343271176,2.147917559990845,2.355527653732356,0.1260360718848482,0.13755117286105253,0.4635834833730001,0.524583479916044,-0.20788901616050343,-0.26796273204423166
33,1.762700447744801,1.5,1.0277537289043357,0.8511827717181131,2.610027440781776,2.713143953374494,0.4600697799749114,0.46012682450082665,0.46998760374350207,0.517885469625377,-1.1691930969134532,-1.2378946171344547
34,2.9935939974487757,1.7069820596987997,0.9460586512326471,0.6595852808959561,0.31295708501166886,0.38429057439943315,0.18681918589340687,0.19134941358057256,0.13557445685425956,0.38557378353000094,-1.7043462845790411,-1.9711071377608187
35,2.077430582234183,2.4071334892118275,1.0561810261975402,1.110167643779767,0.1333827735330071,0.1138831420882899,0.12245985729695591,0.12203538857900689,0.5987899134939667,0.5347916447644863,-0.6607616065297863,-0.595603572622421
36,2.458585086940001,2.2533673706066386,0.27456526358415584,0.24540723511058377,0.9139040193358341,0.9046408096987892,0.35010486719024647,0.36064037872526955,0.467161843845811,0.5291617966073673,-1.6482821014603433,-1.7171479432699306
37,3.1514374673318595,2.606491749678891,0.6280920653536411,0.4908448328086149,0.914767636966222,1.0108463158839365,0.32182752904605383,0.31782270880548724,0.42238820458624754,0.5073851620404823,-1.0688718894892961,-1.113794752121764
38,2.4131726507864,2.4353453805103698,1.1435869143519584,1.073745856746162,1.0063767695377988,1.108736535878192,0.07029274151835131,0.06678326876429316,0.06957992246997123,0.09057907387240804,-1.592732054938934,-1.614988489581291
39,2.832671594137518,2.908393380830624,1.8149552803259719,1.6474772147067185,2.188690608050418,2.154751410278323,0.3256584599624642,0.3170837473928673,0.8640535677904342,0.8390535673644638,-0.3335127600670764,-0.3201305675097599
