,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,ndt_true,ndt_estimate
953,2.4925585349981145,2.9523899153095368,1.564046196569323,1.5273044146485444,0.9317257793153361,0.9829772677316186,0.27704074164914905,0.2260408634353931
954,3.3570867963845545,3.7921002479436607,0.22458738587933322,0.3898965421435131,2.270468131066829,1.8945422188052294,0.5653117818221036,0.4995743145730757
955,3.9833764051706155,3.9013506248392558,0.4745693921399,0.466043325655213,1.367295433466308,1.374884302989512,0.5006157482386597,0.558617217960162
956,1.938508548621973,1.5449470362356028,0.6827104622791056,0.5036243945983221,0.45710056907305263,0.4312687983766797,0.1082459969015458,0.18824599630998207
957,2.9323028314689323,2.285881190794835,1.6336543145080846,1.4831645500430928,0.1747452567752451,0.10050375391119064,0.7311791329546782,0.8041785396771807
958,3.679678965678324,3.131975752806164,0.815245841276178,0.7000194989533961,0.6303911079456923,0.6767862637902533,0.057428807770793094,0.0964287238938226
959,2.4833531145842627,2.5412844655230744,0.8252145728400374,1.1524627024761083,2.658416813112958,2.344387143231126,0.8164531393720496,0.838453120391605
960,3.3057669266472915,2.630994095830821,1.87728382903623,1.70428775451062,0.45134542148381507,0.40356720176024463,0.7379500540808299,0.786950117269749
961,2.535320397603653,1.5802230100643087,1.648136346364369,1.06250099327963,2.044401815658534,2.0680364255085077,0.2626614908598917,0.35166148484927656
962,3.1581224502782104,2.1976794994992095,1.1518380467890807,1.0197710555822765,0.6065848900421938,0.5805327575055095,0.060480505039696736,0.226480284339798
963,2.9816955041152475,3.145608519405791,0.14532210542307336,0.15286971037558963,0.57056522926483,0.5843171593481578,0.3360023775615422,0.33800236262236705
964,2.990097323608479,3.9834144963186815,1.1251230542047441,1.288603437476064,2.2238264423961156,2.2494055484134696,0.5694582693709042,0.5134582443226665
965,3.4542897249620346,3.1147974758237833,1.5960312950067526,1.5357095325868424,2.5514018311410243,2.4908313322936824,0.22443454726586953,0.24343452717824798
966,2.9209380239531626,3.600728272424932,1.3427305145580528,1.4141774803968383,0.48808241756222215,0.5581078541834872,0.5109414539365927,0.4579416327390956
967,3.247769855521232,4.0,0.5656963910689701,0.6314327830474663,0.7086235937882397,0.5653111040551837,0.34595946679668105,0.17995945516444056
968,3.72473244497741,3.3869871625418764,1.7785280542036628,1.6907085858291526,0.9071921034982579,0.8602865564982272,0.2303519056932484,0.24535197534305686
969,1.533309904739547,1.5,1.0148967360456569,0.9544311696569798,0.5136572746708544,0.5444262582733248,0.06403390160511098,0.07529064026293969
970,3.1198108207344024,1.7993490809109614,1.8762374088312916,1.4738874297258229,0.9265669121517506,0.9187727053509155,0.7353788107059117,0.8683788022841127
971,3.3688763853400965,4.0,1.0042622626926525,0.8871060820066952,1.9222454059019838,2.067601129222076,0.9612206235710041,0.8732206279815469
972,2.920223957448892,3.1440641609282753,1.6031881749060946,1.9063353695629115,2.4018440758465904,2.139627682740305,0.3556876620222484,0.3606875934539217
973,1.7613375798247901,1.6577002817724877,0.7819356675646739,0.6943550128550103,0.6659763503531777,0.6391885251503853,0.8488771510323418,0.8928773037387953
974,3.5170288623742825,1.5,1.7476165923052516,1.1072803961372226,1.202011745941086,1.5007330858805747,0.36644281921745486,0.5994429328088744
975,1.8480192125777324,2.038993605189299,0.8190997030505074,0.8382292104836193,1.1437282564095836,1.0894526764764978,0.884969704021681,0.8589710676929208
976,1.563384046111333,2.132049495159325,1.0882452601862804,1.4947614658563455,2.6999765332568275,2.671485109172489,0.15106751499823604,0.11206749948667807
977,2.6201404476882098,2.9989667982444628,1.9759642907797679,1.8822156473650564,2.8964211743481414,2.8391092133228066,0.8682344207497836,0.8352344129812252
978,2.8757528218213,2.3343415884853886,1.521339596865191,1.2367497267968415,2.164218462061242,2.3509252639082234,0.8776059683681261,0.9356058809183121
979,3.113563993451528,2.5111868837059963,0.47686073662264583,0.5418388252321281,2.6366892728507483,2.523148582666092,0.8944967536874882,1.0
980,2.010917062083518,2.6733598190660306,1.0686217599179269,1.1560980229103717,1.3924611182844817,1.2944805320523745,0.24556535598950743,0.13956514262218406
981,3.2471145010936113,2.9401685366639567,0.7753846200005929,0.7327633992042603,0.3499549897438119,0.35950714670029693,0.3630121623943573,0.3930124534727714
982,2.13931221417175,2.427476165740135,1.7484184477125149,1.8876627942050925,0.12329795286984735,0.1474143521928759,0.08450504240653353,0.0725049873568907
983,2.724333417356319,4.0,1.9174331411434116,1.9895932659262503,1.0027305512734173,1.1014193071997427,0.9131413008926199,0.8061412930425519
984,3.031652818177455,2.001805634376307,0.5860821001377833,0.1,1.9934701256968224,2.4291303354632285,0.07459180424520183,0.20959215338729975
985,3.935730277013672,2.9811836121821074,1.2147234487313634,1.0996347727608362,0.65277667369565,0.7155984601740308,0.30172706531622945,0.41372489656076605
986,2.628750877149333,3.584737972786972,1.0543354820993418,1.0936814855763881,1.709267175226647,1.885624508641075,0.42154792992720885,0.29844880975621685
987,3.086204246341786,3.5228009851993844,0.2901642189843329,0.15037430063940613,2.558778611340911,3.0,0.1094413847615962,0.05
988,2.8344081784167305,2.4683581983995286,0.3092733092887186,0.10000084250475352,1.875429044190127,2.127502678612222,0.17457791788230964,0.24841464878572767
989,2.8148642887430197,2.8268365643379303,1.9383665268928298,2.0,0.9450709620066836,1.075909183741289,0.6529774056087349,0.672977391212128
990,2.6783982276376532,1.905905733451938,1.9745936166803044,1.7496647380792822,0.3098841012363812,0.39177802181060994,0.8444830557881168,0.9664821386076767
991,2.0954395042760185,1.7705549201165154,0.2294753918606433,0.16118982557468184,0.8888269135430072,0.9552663372479474,0.2741909461278305,0.39219009247998626
992,3.9651941403309396,3.372699770360856,0.17614007797923778,0.1535701145320737,0.08635268557132614,0.07735950644725034,0.7052072414873416,0.9999995913997293
993,2.087141656843426,1.852420194884484,0.18857303481965904,0.1000029679509363,1.4208016615037042,1.6047962746342639,0.7646019340397988,0.841601907871256
994,3.056081858867768,2.3958167473376744,0.9281823116569233,0.8248291452022116,0.6740842757055948,0.8103520240744423,0.7421471071550856,0.8531469930748444
995,3.4396844330463674,2.1511368949372356,1.742367826283258,1.5520694709186817,1.426477523055644,1.395955746082572,0.8278202239119825,0.9818209561090425
996,1.6557964519919648,1.5327226894820252,1.0217886139619263,0.7232007739323396,1.3101355316006882,1.3147409517643944,0.670841564991574,0.6818414181336782
