,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,sigma_estimate,ndt_true,ndt_estimate
0,3.044961775927484,2.847857001810057,1.1132319669556452,0.9540437749469443,1.4834805216603353,1.4957517644458131,0.28324845061130005,0.9860759150049183,0.9881379934029142
1,2.910492102427371,2.836470459241496,0.2203582938453137,0.1,1.5131731913824753,1.6668760602345574,0.29841556754544074,0.951683131659597,0.9587516666500907
2,2.858513746327989,2.578934790910665,1.2876781296290334,1.0982022739749269,0.2289438819348486,0.18882966668249138,0.28959122313293906,0.160895321996708,0.1690379724510675
3,1.618003717861403,1.5,1.4344368601268223,1.7596014554861739,2.873315696245147,2.7547735960129343,0.30743356270828814,0.2992778520813673,0.33010909909267133
4,2.002492793366714,2.0502524305347682,1.912825434516685,2.0,0.6580144427750377,0.6529972482955619,0.3071117800685398,0.9979682429739827,1.0
5,2.3261723728431907,2.2791159769743854,0.7173256708364588,0.7691275310519227,1.9918264485185078,1.9356334530446904,0.3016375549847122,0.40184809350921974,0.40818897397987414
6,3.338846678155281,3.2468643238800614,0.36147030845571587,0.33025371279775173,0.47870922013845263,0.5202688340184292,0.3043565523273956,0.6090514751965393,0.6115097892034664
7,2.290248928507916,2.2238791383423204,0.36011973320508406,0.3100223374436004,1.0549215572774715,1.0804308132275549,0.3122299492342751,0.5698301812015546,0.5640491284565419
8,1.8857480300973428,2.1181582916447512,1.6173793381204997,1.8220578646027388,1.5841516391129364,1.5614846387018115,0.3064362080341756,0.9417386650511841,0.935738668626354
9,1.9552286161326622,2.0585334714910806,0.17805465043862287,0.19645379188483209,1.199486529058928,1.1726851224075916,0.2875288333041593,0.13749332127882063,0.14274563364298978
10,3.4734769824067677,3.737510323128293,0.253281448310361,0.45483514923406665,1.6651404924671134,1.4308910726965187,0.3083330043170627,0.8507480446973269,0.844287204405318
11,2.48590596601859,2.2566125412871654,1.486195527329356,1.138961854973652,0.19095622489979092,0.21389055710356042,0.3089114112356052,0.39681184062090363,0.39597215651567014
12,2.6612547017643253,2.572646737153828,1.398407651297469,1.1512112314882537,1.3174667327620755,1.3665431385793823,0.29628870234805654,0.5682675652316547,0.5662676086786149
13,2.4985433238541157,2.7273840418467827,1.73961855968305,2.0,1.8604288111652578,1.8930303745921975,0.2935187381511478,0.9784006096379718,0.9764005436075367
14,2.78004541090284,2.9444121922024484,1.9813278906002492,2.0,0.19623327879869945,0.31933411144464857,0.3037623833377049,0.7236042907275362,0.7196343003121798
15,3.2526441946376368,2.631785915013958,0.9726702017358887,0.1,2.0792108956763933,2.75377806616398,0.30988529909209445,0.26907295927488095,0.2712085092746279
16,2.049997241249033,2.0102285498826227,0.1591019843401517,0.1,1.5464071080276027,1.5779231860095708,0.3035805017412702,0.9558096527125833,0.9472051660364689
17,2.8385910393003644,3.392658912990914,1.4546475220750885,1.9789669983352511,2.3144941689182854,2.234554944009405,0.2994804018307399,0.5939167860720947,0.5699168143515927
18,1.81046855347581,1.8995954687706118,1.138598558828828,1.2969071163434673,1.8615113506269947,1.8665665845068853,0.30291707876807894,0.1327315598189714,0.1347315570035718
19,3.277885025471139,3.0097167619573595,1.0915665533888983,0.7931982116690194,2.951948302040277,3.0,0.28641179682173945,0.3393294387798027,0.35332943717562404
20,3.813241029825541,3.819528814820959,0.18186646596514056,0.18966479913760292,0.21501082462666832,0.15440159363088388,0.30490841337990887,0.9598709128940307,0.9638058035374705
21,2.4929302333072973,2.5681531825641186,1.764109359037813,1.7556601669863308,0.7457152362159197,0.6678725079690422,0.30970547125866,0.42660299852385397,0.4169114882604754
22,3.4024901450888523,3.2850622655354087,1.2305808913440983,1.1354054175994692,1.2309213013166844,1.220425706171171,0.3058134268663959,0.7665528473225128,0.7764189592351326
23,1.7049904410454029,2.061852752671051,1.4930347554179146,2.0,0.6763374841343809,0.6931459961877007,0.28612575983970895,0.45444092326528573,0.4390903189170103
24,2.1546928045148217,2.0665935428046183,1.3739516276783053,1.2958639865574004,0.6170418856978318,0.6139966817366453,0.2931088234741162,0.2835901156135463,0.2988434360563458
25,1.7867874703080984,1.9700188273634407,0.5464911212408784,0.766279940710537,1.299790497200871,1.2356884453011245,0.3069069713113986,0.16495747848632464,0.15022445585939861
26,2.9117181869897215,2.8985043329104436,0.6464159391454802,0.6460436824794691,0.8242289084005529,0.7316394571584437,0.29352802802804834,0.7833109198615603,0.7990919840626436
27,3.9366217352392607,3.710553083868199,1.4128992150221953,1.2766031714057553,0.8686293680318413,0.8300805520203621,0.2864643345228642,0.05102336142130057,0.05
28,1.554055383405368,1.6442442391583665,1.5210308093736298,1.6608905870976676,2.8756428299961896,3.0,0.31555630445287197,0.2971752595518548,0.2991752977552057
29,2.0101013787846815,1.9492087936209765,1.1211279758778046,0.9857213037719055,1.159469170431621,1.183517983576983,0.29354324569115847,0.713319606411211,0.7154725349995682
30,3.1636562487252955,3.124569498993639,0.7845306515244851,0.6258061675828361,1.2613550040598611,1.3353196662118836,0.303531766456771,0.5681434416249607,0.5555063634686901
31,2.7143768091775033,2.897275151497804,0.19974756037333688,0.22773382603448497,0.6043329778830021,0.5689478739910339,0.3029234430711027,0.19675783071254596,0.1947035533763434
32,2.2101470608967455,2.20552315148037,1.7382400323314875,1.6409672180859036,0.20879991070118464,0.2626373717425839,0.3001421214673702,0.8653265460456324,0.8479650361605948
33,3.0253832441680286,3.0111998065538836,0.5483052340661467,0.6033060432533023,1.3563452399543905,1.3604759088266176,0.2795385462711112,0.4051730048315155,0.4147928663704534
34,3.2087333597920833,2.7725509128311607,1.5964236393068867,0.9347440418805615,2.3992682762719157,2.6420295058104752,0.3116791222780696,0.17024044358085286,0.18324050196243452
35,1.747432316766538,1.7064421261502578,0.9513007913278184,0.6163594602242128,2.783849625518653,3.0,0.30488445198193775,0.7146680064706349,0.7166680005607224
36,2.7397511157276937,3.14132114257429,1.5753586616543314,1.748864252130593,1.1589060730098848,1.1668525272619523,0.30547209624453103,0.5607928455170516,0.539065771643606
37,1.7231813614966152,1.7821811504433267,1.8604775576403243,1.8728229702538803,2.6629477884893133,2.648425910007668,0.28851542172146233,0.3303495556101896,0.3323495558963801
38,2.3061566296943186,2.1814036124577134,1.8996010804645955,1.602245363115597,1.8907304605584705,1.9939391163098237,0.3049990576616459,0.05618544029536881,0.0681850127558972
39,2.8456895102261845,2.4728016789545944,1.8369817590878312,0.7864806613142357,2.7170892197074927,2.9995798633248505,0.2962344862810622,0.09942242346207733,0.09199623433061156
40,3.885639725400424,3.975221452460519,0.7009119602285764,0.7047649940762675,0.2603619270370606,0.23818028979357522,0.31281679833277237,0.8177570996932502,0.8242332225760419
41,1.821329924090997,1.9442111730453837,0.3080676104157517,0.37148775109532123,0.600784027294378,0.5583252107779909,0.3126064736542982,0.5712733621213509,0.5757616471502286
42,3.7625336271317713,4.0,0.5072504323985991,0.5460140631539058,0.13486239186816407,0.15732519068310866,0.31298021943785853,0.2835764616831917,0.27741640668088074
43,3.7313638246675493,4.0,0.8002907926845662,1.0671841010949745,2.03467552555618,1.8790621499267528,0.31133150614461025,0.7190001616132771,0.7056265805589139
44,3.952909451891187,4.0,0.9610550595286922,0.98537543824023,1.9480373448806645,1.9562779304120765,0.30499187597340244,0.5401739169832418,0.5445360552768254
45,1.658580349717901,1.7530112272593565,0.913339473709273,1.1348931479012596,2.8482156730342596,2.7808956476084887,0.3120787652862388,0.5442894815551274,0.5476038030865892
46,1.6092959247930547,1.6567277848704451,1.4654680378161047,1.4878250009783762,1.5643206386627786,1.5999582312338467,0.2868892763967865,0.5126464450881498,0.5196397800950586
47,2.0672956539292557,2.1069323824765185,0.4989866684043423,0.6240634660703713,2.1588749709611905,2.0761033928350363,0.30796797668811465,0.4796088485301027,0.4903959957759919
