sbj,b0,lambda,delta,t0,sigma,mean_z,std_z,G2,BIC
processed_500Hz_0001_epo,0.9568076798091933,0.44844534675993575,0.02981651782611314,0.336999985387058,0.4327400775151327,0.4997291666666667,0.11737533095149176,173.44682554117352,196.2685664985127
processed_500Hz_0002_epo,1.0289686054679235,0.5477259340739801,0.4388373240363277,0.2324724526251165,0.7288798804807595,0.4945833333333334,0.15006690637475303,149.29736431850876,172.11910527584794
processed_500Hz_0003_epo,2.262716885133583,0.9868292244187415,0.565976810442403,0.13383065605349578,1.202013933184688,0.548163043478261,0.13374629431468804,151.1598628982599,173.7688057835051
processed_500Hz_0004_epo,0.7814627492743321,0.3606920525743563,0.7312636578782712,0.485000011929517,0.3458816798036389,0.4681463414634147,0.15779077857621557,84.7933156006579,106.82691183697918
processed_500Hz_0005_epo,1.5168715014695577,1.9303668394354048,0.5569811541794069,0.21232894222916485,0.6867875490051556,0.432378947368421,0.0841465111948225,54.579324126462055,77.34870858446476
processed_500Hz_0006_epo,1.7947520966965471,1.0440558783162681,0.7364211992193208,0.301000029173394,0.5209511561832086,0.44465909090909084,0.20419620056809648,108.4207063196794,130.80739039207043
processed_500Hz_0007_epo,1.1179222328947804,0.5564315682566332,0.741246592132502,0.336000003040994,0.40882119919118276,0.45231868131868125,0.14140735942432409,128.54407679753066,151.09837433011492
processed_500Hz_0008_epo,1.1421712232673777,0.5824646451494279,0.34352745643902505,0.30899999370813686,0.4252711948130281,0.45313253012048194,0.10817575737641005,147.94979613149474,170.04399917047772
processed_500Hz_0009_epo,1.4878070066913134,1.2266004556040775,0.5843721553848984,0.4149997918159032,0.336939747629007,0.5324895833333333,0.13851789857208485,102.06220385300111,124.8839448103403
processed_500Hz_0010_epo,2.0888347651653665,1.2702437524549361,0.5046222090123704,0.4520000158397115,0.333341631700936,0.5971758241758243,0.1460764208700735,120.77427075759088,143.32856829017513
processed_500Hz_0011_epo,3.0909630427050043,1.3941806714536225,0.6120666979102941,0.09899996549332704,1.3143994325230803,0.4811170212765958,0.10337710932093593,122.56355780474246,145.28003171609248
processed_500Hz_0012_epo,1.1060783754417636,0.8088510319063872,0.8488719898886613,0.3419999919303096,0.3063671911740643,0.4355833333333334,0.10594098855285218,94.52904335343031,117.35078431076948
processed_500Hz_0013_epo,4.0,1.4227606712975036,0.26447083511658576,0.3280000053098965,0.5465770397897446,0.5442886597938145,0.18468574360794146,154.7775132011327,177.65106809364963
processed_500Hz_0014_epo,1.1421770828911357,1.0284276955647582,0.9772624234780578,0.3926018838694586,0.40628680034827225,0.5295056179775282,0.17016219120813217,54.14551998181514,76.58870183047584
processed_500Hz_0015_epo,1.1802826511072102,0.5920985905263003,0.6264018771403311,0.48799999704541075,0.2785864119067884,0.5445408163265306,0.14920805692855474,158.36432744279918,181.28916483615205
processed_500Hz_0016_epo,1.3131350679233886,0.6594652749684109,0.2515743361157075,0.3549999917688389,0.4090545367664892,0.5055789473684209,0.1417709478773767,184.84212823687844,207.61151269488113
processed_500Hz_0017_epo,0.7253524880500082,0.8257199910402759,1.6230727558652993,0.5210000063777191,0.27977184692252255,0.491804347826087,0.12351309023483008,-34.49148451332448,-11.882541628079277
processed_500Hz_0018_epo,1.0798110883181282,0.5020825612757482,0.4240946011780491,0.39799991635404564,0.4181538161507047,0.530125,0.18869779907301515,172.97769437293897,195.79943533027816
processed_500Hz_0019_epo,2.7304561563747303,0.93487428854824,0.175901196706646,0.05,1.7241450066992285,0.49753125000000004,0.14189292861204947,216.92260469588862,239.7443456532278
processed_500Hz_0020_epo,1.4622510198113845,1.2784806431574722,0.7020415360134163,0.3003690137159968,0.49653942401128304,0.48633333333333334,0.10406969680033998,77.24475474695157,99.90775221271785
processed_500Hz_0021_epo,1.2971278473307373,0.6097292233747071,0.432842012715045,0.2330000006313077,0.6362770396588842,0.44719354838709685,0.11293191954890498,172.28952085189596,194.95251831766222
processed_500Hz_0022_epo,3.1702468519944866,1.1479442082144529,0.28034317489431104,0.06999999642724057,1.5131763282235053,0.4796875,0.1687465624649877,184.1209912764253,206.94273223376447
processed_500Hz_0023_epo,0.9265396001210218,0.6638739065964674,0.4619204575986294,0.3836461289608945,0.33814022816365896,0.5105520833333334,0.11703523951069776,112.75566393107415,135.57740488841333
processed_500Hz_0024_epo,0.7890341724565362,0.7624217468813145,1.2867902115634162,0.37794430022244685,0.2880856267377075,0.3937065217391304,0.1168203319523914,5.725926199236937,28.33486908448214
processed_500Hz_0025_epo,1.182150682652472,0.7269911941366891,0.534843035716317,0.3209119733294418,0.3650613038636769,0.4364175824175825,0.10811319525183728,128.51161474595307,151.06591227853733
