sbj,b0,lambda,delta0,delta1,t0,G2,BIC
S10_epo,0.6865393356430912,0.010000336510654127,3.835057160987518,0.7047221523933836,0.325781254358737,263.18675929566,294.22970942614313
S11_epo,1.180858220985161,0.08095259316657422,2.709983034153643,0.5413800056115639,0.3132423083226659,1231.485277111938,1262.4674977509108
S12_epo,0.7707649151771424,0.01,1.9230261690917603,0.2770705018042267,0.3403333103511853,590.427482670503,621.4905131492606
S13_epo,3.388324957338852,2.0125649845036313,3.9273248600375235,0.7042886299073949,0.202851006694738,513.1852154162773,544.2782160147359
S14_epo,0.9177947919282256,0.01,4.0633342910269326,0.7132541310929507,0.396679686583752,504.4316510252743,535.4946815040319
S15_epo,1.25901999745988,0.20658980886189973,3.713752057552594,0.7792006402407212,0.33574218288630103,1038.2063949997732,1069.2190725857129
S16_epo,3.8328254854793626,2.0248207644435485,3.895672445749705,0.8145007702603527,0.09056570281970688,924.1493927020714,955.212423180829
S17_epo,3.105452327055711,0.5976010502881065,2.3577477809995626,0.46132873550261566,0.05,1106.9224559575896,1136.5169252289554
S18_epo,0.7270091835175724,0.25421349071328836,2.5288641869190394,0.4636793768239221,0.2931398060659265,367.35755792493535,398.4405884303597
S19_epo,0.9543110366663733,0.07657755115902332,2.2961419869215467,0.40390145992537274,0.3068360256264936,894.0715889442449,925.0943777570884
S1_epo,0.7360096854240511,0.47175980361711745,2.600094538304193,0.5646590848116917,0.22496857858023428,362.8572630947669,393.91026347989015
S20_epo,1.3874396829841749,4.0,3.6389696972545456,0.6294262695285239,0.2854232292766046,-146.9441751354576,-115.85117453699897
S21_epo,0.7186247714980825,0.01,4.7351443734024405,0.932604939225881,0.3252397146387502,293.40372490005393,324.0161889476259
S22_epo,0.8939956608386992,0.01000000019873076,1.9408128545134193,0.26908401619011435,0.3214452863462727,829.1682080637474,860.1402350192708
S23_epo,1.8242812595470097,3.360270226330896,2.902239161992931,0.5069118258129927,0.14958298781135265,306.02491406307706,337.0477028759205
S24_epo,0.9933903945363878,0.01,3.475562968224659,0.6866320867882301,0.39828310075518897,367.7582340539402,394.1995692074129
S25_epo,1.1216822134588647,0.05275062269962845,3.3050032493536485,0.5893883293922753,0.38695246141423567,849.0208939694786,880.0234398396921
S26_epo,0.9755331769233737,0.01,3.309996100819635,0.6742548977092057,0.2931640060487734,877.8413525678894,908.1252726340325
S2_epo,0.9385686693417308,0.026613948087116018,4.1229510303807615,0.799894118269248,0.3475696342565437,650.2276933736719,681.2907238524294
S3_epo,1.8020630926582393,3.2364937705360983,2.955938664191447,0.5018807737077775,0.20839882418570965,137.42543690130316,168.35648002080563
S4_epo,2.7836888388772656,3.081923403744133,3.041274986151774,0.5677066550974268,0.12241599073028733,480.8600231900285,511.9330636821395
S5_epo,1.8933072740516408,3.1781981743342795,3.599153122964721,0.6911594544211109,0.19601936455998065,192.32586179809599,223.36881192857913
S6_epo,1.3561486518033155,3.2203479911431314,2.021377979076649,0.34587831744310643,0.2610306103982063,137.98688133929434,169.06991184471866
S7_epo,1.465213980380139,0.41867361119450364,3.1406660218329296,0.6283015232915948,0.38074329329471596,995.7043832691726,1026.6866039081451
S8_epo,0.7597378565309091,0.01,5.0,1.0159082311368999,0.34726961445317445,442.7293927540685,473.8223933525271
S9_epo,0.7429363777673491,0.10525972538547733,3.7393700277836004,0.7013186708109782,0.32852378646841174,352.95482426099477,383.9977743914779
