sbj,b0,lambda,delta0,delta1,t0,G2,BIC
S10_epo,0.7295560936346714,0.01,3.7462650173721506,0.6952323916336038,0.3072524930952658,314.97055192830004,346.01350205878316
S11_epo,1.1872654366615354,0.08816536727584076,3.0220620041604533,0.6134259503332077,0.3142971796593404,1198.4493383539693,1229.431558992942
S12_epo,0.7807154558318673,0.01,1.9924364254511908,0.2935738185516985,0.34001822943460325,613.3833824758207,644.4464129545782
S13_epo,3.999994891952567,2.5311258312670715,3.857105104488163,0.6871706717443749,0.1804285583898051,497.36879198149904,528.4617925799577
S14_epo,0.9214855741940218,0.01000000150669123,4.127364234643897,0.7364575972583822,0.39816404200261757,507.5527594727469,538.6157899515046
S15_epo,1.2149287816990066,0.15828158902234793,3.6507187933431844,0.762617794701929,0.33844842797151053,1061.051420230813,1092.0640978167526
S16_epo,1.3093017811481291,0.32640244095383825,4.415952469715182,0.9422993568361566,0.37136708398082324,945.3973250594279,976.4603555381855
S17_epo,3.146054953985914,0.6200074995003217,2.3426969830478286,0.4572738495113982,0.05,1103.7050967057041,1133.29956597707
S18_epo,0.7284284200874316,0.2972230207600743,2.688670824469417,0.49786985424107844,0.2928928573515696,341.8667885300163,372.94981903544067
S19_epo,1.0249656836568155,0.12492498210719566,2.32485189010474,0.42229797018678117,0.2729568388990439,941.8967023670658,972.9194911799093
S1_epo,0.7318814250181132,0.44636712244868904,2.658924771011709,0.5597807636707518,0.2250235247275464,343.2368599122386,374.2898602973618
S20_epo,1.1232707391126326,3.0462965511102036,3.760941180248055,0.6607976579921179,0.3053124987630748,-149.95484060832118,-118.86184000986253
S21_epo,0.7204452697970593,0.01,4.634634442131027,0.9050161151053764,0.32559457922806145,281.17171215571847,311.7841762032904
S22_epo,0.8887146818155612,0.01,2.194406389877866,0.3308112006219719,0.32097651539360733,806.6184260945939,837.5904530501173
S23_epo,0.6387169870757802,0.01,4.167637931191559,0.7812408841181562,0.29981079096722896,247.60115373991093,278.6239425527544
S24_epo,0.986653273967538,0.01,3.2427164276389657,0.6355843042614973,0.39910171178881626,372.85718371734225,399.2985188708149
S25_epo,1.1633142084551775,0.07962278126988959,3.2345670235278483,0.5674366702855783,0.3700644333913824,849.2764622998907,880.2790081701041
S26_epo,0.9803971060893089,0.01,3.352647838444836,0.6756065663145544,0.29378824095319583,851.4855886809377,881.7695087470807
S2_epo,0.9400131660935149,0.051453487985031424,4.082702989072485,0.7850373672313946,0.34694571125234186,622.4069995630864,653.470030041844
S3_epo,1.8598617917690017,3.4382424993745437,3.0647203058686303,0.5409708218680378,0.20852831412457112,141.2131793714367,172.14422249093917
S4_epo,2.948559120523208,3.410908872782478,3.062941492903548,0.581212104604505,0.12334264035328327,476.4880067539503,507.56104724606126
S5_epo,2.244331097556418,3.922492156192854,3.5876866188957526,0.6836030744221074,0.17575851001495246,166.3072167173277,197.35016684781084
S6_epo,1.3521793934325554,3.2951780922162044,1.8231293466138134,0.29236456027811153,0.2580613394963886,128.51735288885658,159.6003833942809
S7_epo,1.5221470677879123,0.4494344143142204,3.1927464942957613,0.6489557610378127,0.36608509238399767,1019.733333711457,1050.7155543504296
S8_epo,0.7673399351907482,0.01,4.955959900196524,1.005841562688811,0.34249995759527696,455.58537406511755,486.67837466357616
S9_epo,0.7423840083260295,0.14715726735782414,3.6453475107983286,0.6668354699074016,0.3283685957326488,330.73119329650865,361.77414342699177
