sbj,b0,lambda,delta0,delta1,t0,G2,BIC
S10_epo,0.8189734764492822,2.0553307873330824,2.8545565989238817,0.46443092573397005,0.21351731421926134,-164.2274905544062,-133.17449016928293
S11_epo,1.0298528151500652,1.6065268686588503,2.712174292805153,0.47111543230442704,0.25206505172229454,161.89777340000762,192.99077399846627
S12_epo,2.068841162516999,3.9999969560940984,1.7730487316248675,0.24043092161879764,0.14499565115509622,223.08122214445666,254.14425262321424
S13_epo,1.1332719712345833,0.8981087186605111,5.0,0.9178174534412539,0.3668741627306563,116.70870841196607,147.8017090104247
S14_epo,0.7287431437115406,2.1624120338474944,4.4805132383810164,0.7079864225842345,0.3277343436504117,-541.9001154370359,-510.80711483857726
S15_epo,1.1398611679929729,3.9929273720371987,2.870707070034435,0.547543232852552,0.21415458430991208,-139.82150312837211,-108.78862349474747
S16_epo,1.3456071977662403,3.9166981199209796,3.369927193744801,0.6337525151664178,0.23245792759700307,-82.14330221965413,-51.070261727543176
S17_epo,2.0837831820312225,4.0,2.5819089342378834,0.5002135488644965,0.1782511942088904,280.36057281141876,311.45357340987744
S18_epo,0.9049461261054434,1.3829207656547586,2.7881591841555933,0.6021998620702635,0.18541973512729693,242.4063182634328,273.4993188618914
S19_epo,0.6083147808967535,0.5034485210205125,1.4363422502543883,0.2511532035238443,0.18705904909841684,181.02384160592518,212.08687208468277
S1_epo,0.9800279789026285,2.353666130463569,2.8213153624033107,0.6628607339393395,0.17334318584318986,157.1047634937388,188.16779397249638
S20_epo,0.8916280444063933,3.9999990030349295,2.353825345510152,0.28841955318987783,0.26805293202051417,-398.51160529107636,-367.4186046926177
S21_epo,1.099986599667924,4.0,3.458815038438573,0.5961296731637525,0.2357550497406622,-304.75356470956814,-273.8019876803024
S22_epo,0.8992098395312985,1.033087892511562,3.7910538593306087,0.7333314135048206,0.24170477343410762,160.19269107116614,191.2657315632771
S23_epo,0.987436318499138,1.0768686292258822,2.932382681584186,0.5431722254937945,0.1789693705287983,271.0647605875516,302.067306457765
S24_epo,0.8030194974062346,0.025502024330598165,3.482148026557232,0.7104868225913206,0.3853442883811998,536.5962763007819,566.4653243601282
S25_epo,1.0142335884220621,1.263982352348305,2.304542094183014,0.3922792291533568,0.16734033343824503,307.49269904713725,338.5856996455959
S26_epo,1.1765990894796061,4.0,1.9040219006892416,0.41989026984043515,0.15178384941336753,-9.81744160224093,21.245588876516663
S2_epo,1.0891644136083505,3.853830823118087,1.9795516195433658,0.3646218940744419,0.18238299247313555,-37.344774220905634,-6.2617437154813125
S3_epo,1.1606367982931327,2.1928958816079316,2.377190380074282,0.4934919379429158,0.16396812142673534,261.23216904402125,292.1939814913956
S4_epo,1.2617875855915854,4.0,2.122360872714524,0.4185700931309402,0.14648420194770748,9.325210330246843,40.3782107153701
S5_epo,1.3904763346448807,3.7920104922319466,3.882661784257502,0.754743629257096,0.19889249401200776,-92.16541430745997,-61.11241392233671
S6_epo,1.4413925108434782,3.9999999364455894,1.8156355190885725,0.3566263646604001,0.1529791558203986,150.35680442310482,181.4198349018624
S7_epo,1.2105714021359844,1.4630582261159715,3.2145329030385215,0.6613732502905951,0.31571849292781745,398.2830022393881,429.33600262451137
S8_epo,0.7832289687550131,2.502580546332892,4.152071310105384,0.7434483003380065,0.27768327813486643,-380.34108276809485,-349.2680422759839
S9_epo,0.962960011072464,4.0,3.102341449073691,0.5010308890247532,0.24556413368146673,-399.82930989319885,-368.7363092947402
