sbj,b0,lambda,delta0,delta1,t0,G2,BIC
S10_epo,0.8454133147437031,2.3947536093998503,2.8363096022234244,0.4730175792091842,0.21248836384242217,-178.71834524091642,-147.66534485579317
S11_epo,1.0292889478598246,1.6157369607396992,2.8138459077581794,0.5159545942133232,0.2520980371713357,183.38783016067038,214.48083075912902
S12_epo,1.7437606264691716,3.2270855820935487,1.6947249439206864,0.20321722984266483,0.16480467368491264,206.62910050057823,237.69213097933581
S13_epo,1.129664119435423,0.9086211493584403,5.0,0.9234952931447507,0.3669140610134408,107.11207080997535,138.20507140843398
S14_epo,0.5815822892416402,0.9825847397163257,4.6889835730231475,0.7430621233259551,0.3457056148137353,-521.9393997787005,-490.84639918024186
S15_epo,1.2387921653467457,4.0,2.883344267546524,0.5427749966717716,0.1957936926204803,-143.8377762526115,-112.80489661898685
S16_epo,1.3175847763384758,3.836930233944194,3.2348935674847805,0.5904467536646678,0.23258137234860365,-89.29790682009225,-58.224866327981296
S17_epo,2.111273875817564,4.0,2.5503802353410174,0.4996780689606559,0.1778083177313578,294.4071617249747,325.5001623234333
S18_epo,1.0262141588950355,1.7414436618048015,2.525881563502539,0.5356672079426611,0.16726552711027876,264.0716302559022,295.1646308543609
S19_epo,0.6065654974362983,0.5313069541429867,1.651076964810609,0.3035085081918911,0.18710215938137287,156.63148271962618,187.69451319838376
S1_epo,0.8707635991143726,1.599931152126677,2.629072561738212,0.6109814037033198,0.17960435950395284,215.54742581037345,246.61045628913104
S20_epo,0.8937128087666162,3.8946703319742912,2.3243165801633934,0.2623504265899729,0.2672029245757379,-406.6115517767796,-375.518551178321
S21_epo,1.1003683099368766,4.0,3.4235448840256844,0.5955735989458091,0.23530515998831375,-285.58451495071245,-254.6329379214467
S22_epo,0.8049019391780805,0.6769068196151944,3.8541793053420754,0.7522039641198794,0.256451980584734,193.7437507698163,224.81679126192725
S23_epo,1.1302471405787515,1.5758363310657768,2.831948554313538,0.5121804511598408,0.1664219669646739,230.15596559602986,261.1585114662433
S24_epo,0.7982113032916857,0.03108026832887765,3.0828597763303933,0.6057245592777492,0.3828548811984703,527.4985138604846,557.3675619198309
S25_epo,1.0056871924217639,1.1311413980191158,2.4227576440326377,0.4156119185203485,0.16735272527650097,316.8829009604255,347.9759015588842
S26_epo,1.1031030626835148,3.8696171017360608,2.051119121348634,0.4519338816367949,0.16834020138864006,-18.66619282778982,12.396837650967772
S2_epo,0.8382595527817576,2.311463629559733,2.238296300490298,0.4171695224577142,0.20270858749360182,-41.57806041218732,-10.495029906762998
S3_epo,1.0193714854653804,1.6796780786614631,2.3624521861111045,0.48075494586738476,0.18134365062126362,276.2476442855182,307.2094567328926
S4_epo,1.3028942701115016,4.0,1.992586107329481,0.3827066860879722,0.13923284777806225,26.606346420820415,57.65934680594368
S5_epo,1.4153362765858017,3.8497021783825893,3.662991615934618,0.6835810865462213,0.19904444679110472,-105.30882142898295,-74.2558210438597
S6_epo,1.4397662211071074,3.9999999311315,1.7165358723501607,0.3394071672070932,0.1513251440037462,167.10502096988205,198.16805144863963
S7_epo,1.2135121351012093,1.3701937727307856,3.2187169154210604,0.6701391169366256,0.3155554711207189,430.3224682545334,461.3754686396567
S8_epo,0.7813980074544138,2.3609925599962507,3.8631921419431414,0.6887711499938332,0.27402340557812355,-318.6678558408326,-287.5948153487216
S9_epo,0.9517628022905182,4.0,3.103527892100408,0.5040717414032769,0.24549500152636658,-399.2838394072933,-368.19083880883466
