sbj,b0,lambda,delta0,delta1,t0,G2,BIC
S10_epo,0.7009641332404863,1.4592694281017258,3.0710333435095745,0.5142037154118861,0.23160167153760097,-174.62978997146973,-143.57678958634648
S11_epo,1.1378257424882883,2.1368452560741584,2.609791405387666,0.44854915244074933,0.24343736021420337,116.51528994498032,147.60829054343895
S12_epo,1.9785281216339188,4.0,1.951596259598515,0.2841073420026128,0.1659830296028071,164.02588464789417,195.08891512665176
S13_epo,1.173356865842364,1.0093782793259225,5.0,0.9199617689024825,0.3655460907845932,109.48291298864156,140.57591358710022
S14_epo,0.5768116662560074,1.0273432911634264,4.828862885877431,0.7967014005226893,0.34789401128207575,-529.5736196910041,-498.48061909254545
S15_epo,1.1391991276433227,4.0,3.076236670700999,0.5918550381431604,0.215734706552325,-163.44055558629324,-132.4076759526686
S16_epo,1.340245167719486,4.0,3.3410276779460912,0.617426713226342,0.2328688570762969,-115.3814422414115,-84.30840174930054
S17_epo,2.083995944000664,4.0,2.5038517092451382,0.4852637130042613,0.17788551358190954,302.4536905312479,333.5466911297066
S18_epo,1.0531641342346783,1.9144916136406391,2.8372435381039374,0.6095890599516567,0.16720481664412126,222.82111476857764,253.9141153670363
S19_epo,0.6716393764601167,0.9841890952991521,1.6805329514142227,0.3395769521120203,0.18027345138174072,169.11924828944314,200.18227876820072
S1_epo,1.2403466371667864,3.473527030136948,2.5048743715573796,0.5869748147169287,0.15794305463235098,172.74123426948333,203.8042647482409
S20_epo,0.8840075703357022,3.889656488828564,2.5726115334895354,0.33805384650388925,0.2673051386351723,-406.46717201849714,-375.37417142003846
S21_epo,1.1025426981183952,3.999999888904828,3.2806534474939193,0.537629876790754,0.2350975594122448,-295.18604032540054,-264.2344632961348
S22_epo,0.8849136929438279,0.9632403967163693,4.053678860975786,0.8168736260148666,0.24480437567953706,173.2359649005448,204.30900539265573
S23_epo,1.0955626956251927,1.3287370276013422,3.0846353662511286,0.566985957906998,0.16689170739600154,234.68381576463,265.6863616348434
S24_epo,0.7813415144003336,0.01,3.2939929510473944,0.6672377123256105,0.3981795280173271,558.6886263686894,588.5576744280356
S25_epo,0.9850714200572085,1.0952152041129375,2.494397074339919,0.43514080518509235,0.1666796576707282,326.0542016724752,357.1472022709338
S26_epo,1.1846871164836374,4.0,2.0115399558582525,0.4423318603809682,0.15185107406710494,-7.959869210986408,23.103161267771185
S2_epo,0.844359604701815,2.464415459532015,2.2024978908466126,0.4268397186327657,0.20359499831022404,-38.729773395005935,-7.646742889581613
S3_epo,1.0371952606366297,1.7630321288098123,2.3285815432348294,0.466669401733217,0.18175378150175323,264.7622950987943,295.7241075461687
S4_epo,1.2973326832199827,4.0,2.058160912553219,0.3948206961464799,0.13878958847843664,18.626099070830826,49.67909945595409
S5_epo,1.5658853879023984,4.0,3.7466086243217225,0.7205531611997633,0.1792288650346886,-92.17642547842763,-61.12342509330437
S6_epo,1.425483429446766,3.936793818772287,1.5873396543314153,0.3042083392448004,0.1502094636129477,182.67002414237837,213.73305462113595
S7_epo,1.1869022923791699,1.3328827768217608,3.159668738212128,0.6529044658011317,0.3157644698968896,436.4188744674746,467.47187485259786
S8_epo,0.7854692943468106,2.4073281384333898,4.170317826538417,0.7622307493206824,0.2749466503775331,-349.44005535969734,-318.36701486758636
S9_epo,0.9476859849559771,3.999979016496021,3.1029191327863836,0.494933269580958,0.24543631576039157,-416.1066998748297,-385.0136992763711
