sbj,b0,lambda,delta0,delta1,t0,G2,BIC
S10_epo,0.6844882100198149,0.01,3.6865428979909924,0.6775372652611688,0.3266272794585147,295.45008569123064,326.49303582171376
S11_epo,1.2034951320056675,0.09263030967119625,2.8943414223960495,0.5806362705011322,0.3089066212836175,1218.5175845092058,1249.4998051481784
S12_epo,0.774636004070728,0.01,2.281118772031516,0.3655522117845339,0.34030043165684565,574.4091958190065,605.4722262977641
S13_epo,3.7430882487869006,2.248425590440939,3.9350503616994725,0.7033979128937558,0.18621100356541045,519.2574277730741,550.3504283715328
S14_epo,0.9040133353596742,0.010000090060344809,4.00926187768271,0.6950803896117361,0.40304689599096843,477.1852000699002,508.2482305486578
S15_epo,1.2354518013753093,0.18568896915806127,3.6902045558123784,0.7845867642839688,0.3358201774599222,1074.285993507523,1105.2986710934626
S16_epo,1.3436456807212482,0.36731549222579307,4.538149800645119,0.9691478187121954,0.36648454323627966,923.5491357443567,954.6121662231143
S17_epo,3.115561180464219,0.6033779565000423,2.385134758487897,0.46794065832176324,0.05,1101.676625680812,1131.271094952178
S18_epo,0.724209498136092,0.24944486422430995,2.5491168873243994,0.45648123404207197,0.29282810980044427,356.15165518580744,387.2346856912318
S19_epo,1.0182337968017428,0.14540779406620763,2.2434967723170893,0.40419017045529304,0.2735947611716447,922.6956234052413,953.7184122180848
S1_epo,0.7478004292882037,0.4950501818653826,2.615848612929873,0.5582039967502392,0.22487584719792075,365.44593945737444,396.4989398424977
S20_epo,1.1081942912052054,2.9784886361971257,3.865014576712343,0.7012485805036337,0.30516225450529866,-124.41056658892376,-93.31756599046511
S21_epo,0.7101388979027367,0.010000000783398015,4.468052490343423,0.8656498104016899,0.3272286006315002,292.96878179590965,323.5812458434816
S22_epo,0.9072318517765368,0.01,1.9775794137956486,0.2748073893807964,0.3163813574279883,840.9587269760317,871.930753931555
S23_epo,1.6768023646755852,2.7328738985942485,2.979639355424819,0.5319244517993673,0.14968746274588096,342.70989451131067,373.7326833241541
S24_epo,0.9961863877113807,0.010001367410848632,3.305994532483588,0.6595377212949037,0.3956641704347148,383.4812376029861,409.92257275645875
S25_epo,1.1162569800182953,0.0585631342717568,3.4473588373808974,0.6160344145905198,0.3884381140383675,808.8734971353351,839.8760430055486
S26_epo,0.975727002358437,0.01,3.2641713667245833,0.6460493061210052,0.29363100587599333,842.0689773930397,872.3528974591828
S2_epo,0.8894557862502224,0.01,4.212029069633601,0.8218584230307471,0.3618544460527102,615.2654737468273,646.3285042255849
S3_epo,1.920639161767151,3.623250805685164,2.873542559742509,0.4854519830057353,0.20845957262617884,123.256904124,154.18794724350246
S4_epo,2.970660301581993,3.4698443768530476,2.9452441772330804,0.5456692291849001,0.12339877556230064,466.8262346541737,497.89927514628465
S5_epo,2.2663795022429096,4.0,3.4791319844993005,0.6546046466830427,0.1760730753998001,156.74618413481718,187.78913426530033
S6_epo,1.0852123251598085,2.2133101220073765,2.0547665080016597,0.3572654364591613,0.2818176151473508,155.76134155585848,186.8443720612828
S7_epo,1.516467867353509,0.44700341238340435,3.1791577255660406,0.6480416676825929,0.36976553798818856,1027.4621583704186,1058.4443790093912
S8_epo,0.7561394286471397,0.01,5.0,1.018838893348825,0.3439724857762064,451.0576476914184,482.15064828987704
S9_epo,0.7317311026973089,0.06845071655337617,3.6416022141118836,0.6700103966270661,0.3285487149016715,361.72451153907554,392.76746166955866
