sbj,b0,lambda,delta0,delta1,t0,sigma,mean_z,std_z,G2,BIC
S10_epo,1.2500409634221161,4.0,2.5638849337900376,0.4169189451942816,0.16622457682606753,0.2620499297562397,0.1651450018825301,0.049498961161743044,-1929.6819298079658,-1892.418329345818
S11_epo,0.7886691657015521,0.81625966852147,2.9980229543741728,0.543936807585524,0.28503374851097485,0.28636950283173734,0.29179903822211156,0.07557997965387012,-904.0344386556164,-866.722837937466
S12_epo,0.9899639468489718,1.213898251430061,1.954434056903988,0.2578315573883077,0.22852924735081517,0.43078608399684815,0.25407131450400805,0.09880816502113662,-544.3440972910096,-507.06846071650045
S13_epo,3.113559249048201,3.999995042137332,4.499369662203181,0.8368782880341803,0.21809768260303575,0.2698196942954538,0.21850252116533864,0.07109652741564215,-1308.3790449645016,-1271.0674442463512
S14_epo,1.6236765389079844,4.0,3.683964389773504,0.5881937906889876,0.19582106285681364,0.28011099229506725,0.19095040151892428,0.056477975370676,-1930.4867414870266,-1893.1751407688762
S15_epo,1.1348253321082624,3.97661295201143,2.8645955110936434,0.5436233123373201,0.21226068569477757,0.3137893551991844,0.20987336189516126,0.0627815441117473,-1476.3938856388957,-1439.154430078546
S16_epo,1.6456852071288521,3.999999147674112,3.164729704444632,0.5837741297309791,0.18002533484125122,0.3466776129998844,0.17648337500000003,0.0693512009201597,-1527.63773553115,-1490.3500869406168
S17_epo,1.6906648517689096,3.020345145031195,2.6175967307167762,0.5130908902016837,0.200225878601886,0.348339030515157,0.20847913035358565,0.07817227582823245,-922.8850573283081,-885.5734566101578
S18_epo,0.7588035255149972,0.8955963379476486,2.731408199390165,0.577576563380838,0.20984208616923938,0.40116960205155017,0.2132636018426295,0.0801209366494941,-850.830693423397,-813.5190927052465
S19_epo,0.5657034783012777,0.28119278041746115,1.6571555274718737,0.302861138946654,0.19976562555534177,0.5739894021919346,0.19183548346693388,0.0852596224701156,-727.541222487148,-690.2655859126389
S1_epo,0.7255922456055426,0.9451887051816024,2.806490552405632,0.649955625921673,0.2016291815261747,0.42944465054879355,0.22089493048597195,0.08677302686331483,-797.3870319176583,-760.1113953431492
S20_epo,1.2634046836354558,3.999999998971603,2.7166226141137617,0.4086943603874752,0.19480194703262793,0.3539836496726869,0.18691569658864546,0.0694990575052706,-1723.8293821817288,-1686.5177814635783
S21_epo,1.3355414244136763,3.9999999973420435,3.2019072814154153,0.5310629357154351,0.19591463198478615,0.5369516384115591,0.17805403112192625,0.07481124736788229,-1300.346577237632,-1263.204684802513
S22_epo,1.2090467943065397,1.7624779282212581,3.6927821642141794,0.7265581689749925,0.19749529847519898,0.3691172883672569,0.19675478125,0.08492805466729642,-1071.1284414020708,-1033.8407928115378
S23_epo,0.8075772308200718,0.6270404169441977,2.9311816264554094,0.5305861115207622,0.20872663476849257,0.372891699293327,0.22132606490872214,0.09027816329462238,-837.7307248484844,-800.5276698042283
S24_epo,1.4017607885735643,0.6972545490543197,2.9194776123789254,0.5656064505272282,0.21040558172165444,0.30998548605862614,0.2086851145038168,0.0676225822228659,-479.2706096272111,-443.4277519559955
S25_epo,0.8677718382703423,0.7714386359900446,2.6690688696605953,0.4700812709899563,0.19325105751558702,0.33827723408363686,0.19617091010956178,0.07087644062239747,-1026.670014695106,-989.3584139769555
S26_epo,0.8064197055942939,2.3585434967173815,2.0866561914988973,0.4440591020651493,0.19462000954052455,0.3710237548364065,0.2056286635771543,0.07166558927313336,-1187.5228461213937,-1150.2472095468847
S2_epo,1.1454838119010216,4.0,1.9499604168109892,0.36736023647906324,0.17285848686768504,0.3394677448697691,0.17282637849301394,0.07239902734988285,-1556.8089835635735,-1519.5093469570643
S3_epo,1.1321235529509484,2.106308671342436,2.38707948578304,0.4872670726358756,0.1708370133419268,0.3736465344334074,0.17016836017382414,0.07063607928206941,-1132.4609889623657,-1095.3068140255166
S4_epo,0.6304097784401166,1.0005129501727257,2.249052550637842,0.41444980414832433,0.22289477537696073,0.3476149163506739,0.247328046561245,0.07496334962167969,-853.0213532592917,-815.7577527971438
S5_epo,1.3951440474325016,3.8205654095635233,3.616721620535098,0.673621809038029,0.20035156276522903,0.31836660612880174,0.20691103476405623,0.06833448361203394,-1439.767624243223,-1402.5040237810751
S6_epo,0.9730893484970996,2.2292486751399183,1.8038784836237962,0.33986350799990295,0.19311372921828418,0.29944636421368276,0.19391636397795592,0.057769154268121396,-1285.361199231315,-1248.085562656806
S7_epo,2.761311333052042,4.0,2.7548234354313426,0.5574321784868371,0.18822559879891665,0.4386918154462717,0.18656897904116462,0.08900336526777237,-729.1783033876885,-691.9147029255406
S8_epo,1.2849879318780493,3.9999999998785736,3.5119723523708997,0.6110332400535926,0.20636743507805053,0.34447044510262603,0.19931856250000002,0.06957295625671535,-1653.1183163750559,-1615.8306677845228
S9_epo,1.2261154830133112,3.9999999999550195,2.6569350207167832,0.3878778700758734,0.19113895261718894,0.3329650070683997,0.18412875062250997,0.055859536466335666,-1806.5470866835378,-1769.2354859653874
