sbj,b0,lambda,delta0,delta1,t0,sigma,mean_z,std_z,G2,BIC
S10_epo,1.2865318797406025,4.0,2.7632849116192806,0.44888882064285235,0.16591261190432624,0.26671399171138205,0.1648925859688755,0.05059472136384418,-1930.3762397073876,-1893.1126392452397
S11_epo,0.7982348461651902,0.8542377547363528,2.7175949836551574,0.4773539546279939,0.28491479206537607,0.30490093920558625,0.29135702502490035,0.07658440932661106,-820.4552412592706,-783.1436405411202
S12_epo,0.9865022258538452,1.2130692467965924,1.6985314999769319,0.1846363891464199,0.22849378333107748,0.4329977962488237,0.2532019507765531,0.10041551526004866,-550.4388224657137,-513.1631858912045
S13_epo,3.1430312196207835,3.9999658519078376,4.511185238287332,0.8278517295466004,0.21673512300259523,0.2713785766555215,0.21710590450697212,0.07119938389445553,-1336.5663801411233,-1299.254779422973
S14_epo,1.610815870054839,4.0,3.578537731648815,0.5533550955231092,0.19801334583869018,0.28696927543623957,0.19267410047310757,0.05802604495755083,-1914.434122967735,-1877.1225222495846
S15_epo,1.1549543024316775,4.0,2.707997885936051,0.4759890006533106,0.21170134487087822,0.3313453116204469,0.2080094033518145,0.0643687536504148,-1470.070976801398,-1432.8315212410484
S16_epo,1.623895590828189,4.0,2.977009554740641,0.528017012519288,0.18106778247554794,0.3525660758821249,0.177055421875,0.06969206180642679,-1519.0054603161457,-1481.7178117256126
S17_epo,1.6751032933715315,2.9132629648445674,2.889619059166928,0.5763714004906098,0.20008401930665404,0.34959081273965675,0.20700399962649402,0.07743230773945375,-928.6761554856815,-891.3645547675312
S18_epo,0.7611650284425515,0.8968637144888228,2.7411807570770828,0.593679535619238,0.20871517095741088,0.404324633075685,0.2108070841633466,0.07594689994524932,-836.1672826292445,-798.855681911094
S19_epo,0.5946541293202345,0.41154268192656196,1.713240678192668,0.33058586468433454,0.18949976429866522,0.5277595400045942,0.19114416332665332,0.08404645439864566,-791.8780128791468,-754.6023763046377
S1_epo,0.7296071173874354,1.0358573701620128,2.7715076849282267,0.6359172475856398,0.2015925111243823,0.4314885502339167,0.2202117516282565,0.08874087564704254,-781.0541875903518,-743.7785510158427
S20_epo,1.2499096167132486,3.9999999962640365,2.306672370257669,0.30760965529331286,0.19551324768895467,0.35825496636052234,0.18716042081673306,0.06989611797956131,-1687.0396215816083,-1649.728020863458
S21_epo,1.308782275876593,3.999999986226888,3.672141982080044,0.6749787486953399,0.19568597754919764,0.5491316917420193,0.17623114113729507,0.07545005286468043,-1305.4983348217118,-1268.3564423865928
S22_epo,1.1668250536609324,1.675585597016755,3.8173374736170427,0.761119046204465,0.1989745406269557,0.37320326787174685,0.19784029687500002,0.08674428226561173,-1073.4819903935072,-1036.1943418029741
S23_epo,0.8243915999394382,0.6759619585046253,3.067903884245375,0.5675958776764394,0.2088037279003853,0.36210395659792216,0.22264243154158217,0.09109353146509674,-872.6193005528864,-835.4162455086303
S24_epo,1.3673433593735436,0.636965344440654,2.9063745118659163,0.5684513869895377,0.21371134255824448,0.31567652788221634,0.2118851184796438,0.07131052143867386,-433.5486538299193,-397.7057961587037
S25_epo,0.8821327633584688,0.8877386971152386,2.509143063521508,0.4287705655467301,0.19135477838057863,0.33373212804956165,0.19530344248007966,0.07083852634718613,-1065.6316501437584,-1028.320049425608
S26_epo,0.8110063695783705,2.383715220134201,1.999039959487946,0.4248649623196134,0.19460945949574476,0.3684833041292727,0.20628571204909818,0.07239844100161477,-1185.6549616769112,-1148.3793251024022
S2_epo,1.1474464373802626,3.9999999933530335,1.9915403432118506,0.38253769576209,0.17203902539247168,0.32999728025148856,0.1715488398203593,0.0693052681137839,-1574.3097745853838,-1537.0101379788746
S3_epo,1.1161615507087945,2.044029159505341,2.2609709053052685,0.4611148579775406,0.17249527061152198,0.3628970545775818,0.1721704371165644,0.06967989952746316,-1130.0789590211468,-1092.9247840842977
S4_epo,0.6294251766277389,0.9951741384976283,2.224821685301853,0.4128359830758224,0.22027151773264297,0.33602195934529944,0.2483484720130522,0.07348885874056311,-863.9136176421001,-826.6500171799522
S5_epo,1.43664093774785,4.0,4.0411742080727695,0.7685225278928569,0.2131248095345606,0.3295621945012831,0.20803667796184738,0.0697876587119282,-1524.3437283751484,-1487.0801279130005
S6_epo,0.9565848413023786,2.1240809860886065,1.918828583320983,0.3776735230048253,0.19308477296809862,0.29842898982930044,0.19396427229458918,0.05794460388031908,-1275.0783168149076,-1237.8026802403986
S7_epo,2.7239438331319357,4.0,2.7180227885771733,0.5330685971859971,0.18789062359349365,0.43049747806031,0.18623352786144579,0.08830343534970517,-779.8532576219874,-742.5896571598395
S8_epo,1.2607691445151032,3.9999999225080085,3.515757311049277,0.6304276115218941,0.20773418748117778,0.35108706412491686,0.200696875,0.07213544040857763,-1613.413641596711,-1576.1259930061779
S9_epo,1.2378027689455617,3.9999999973530707,2.808106793716812,0.43403845097344396,0.1914630701295038,0.3357974533541913,0.18427026269920319,0.05615833229650669,-1792.4978408756056,-1755.1862401574551
