,True_model,G2_ddm,G2_ct_ddm,BIC_ddm,BIC_ct_ddm,lambda,Best_model
257,DDM,3022.5304298797855,3024.7665870371893,3047.3888622734744,3049.625019430878,0.0,DDM
258,CTDDM,1644.1628728748765,1517.2442100291278,1669.0213052685654,1542.1026424228166,0.473052452780716,CTDDM
259,DDM,2080.761038912948,2078.518625826121,2105.619471306637,2103.3770582198094,0.0181681430174024,DDM
260,CTDDM,1784.573900883015,1473.6014563758815,1809.432333276704,1498.4598887695704,1.7457921577026922,CTDDM
261,DDM,2689.1055192671847,2715.4629157888376,2713.9639516608736,2740.3213481825264,0.0,DDM
262,CTDDM,1832.081577924836,1551.817232481958,1856.940010318525,1576.6756648756468,1.360505395114767,CTDDM
263,DDM,2270.254721059306,2273.271961017188,2295.113153452995,2298.130393410877,0.0,DDM
264,CTDDM,1558.5855939267567,1321.5196761384022,1583.4440263204456,1346.3781085320911,1.588028886744961,CTDDM
265,DDM,3693.457355400355,3704.626560600677,3718.315787794044,3729.4849929943657,0.0,DDM
266,CTDDM,1806.2307502052472,1509.9475091348477,1831.089182598936,1534.8059415285363,1.5249883670209092,CTDDM
267,DDM,2418.649946531836,2418.9141642362188,2443.508378925525,2443.7725966299076,0.0,DDM
268,CTDDM,1533.090114652304,1390.817639475376,1557.9485470459929,1415.6760718690648,0.8854631129955715,CTDDM
269,DDM,2581.5068723139375,2584.147409989044,2606.3653047076264,2609.0058423827327,0.0101130219765329,DDM
270,CTDDM,1430.887457647955,1304.297741574025,1455.745890041644,1329.1561739677138,0.8410527153406014,CTDDM
271,DDM,3386.1284151082805,3395.227582658428,3410.98684750197,3420.086015052117,0.0,DDM
272,CTDDM,1512.161495998073,1257.1314094225247,1537.0199283917618,1281.9898418162136,1.446339336329686,CTDDM
273,DDM,3572.5866034450905,3581.273707245083,3597.4450358387794,3606.132139638772,0.0004109657537539,DDM
274,CTDDM,1901.2307337565771,1610.232676640068,1926.089166150266,1635.0911090337568,1.5372913759370748,CTDDM
275,DDM,1632.9868396603397,1634.6610704474515,1657.8452720540283,1659.5195028411404,0.0,DDM
276,CTDDM,1426.8010309370943,1094.0477921524327,1451.6594633307834,1118.9062245461216,1.5645910552552182,CTDDM
277,DDM,2284.4799850070644,2285.2547436221807,2309.3384174007533,2310.1131760158696,0.0,DDM
278,CTDDM,1276.769321811484,887.7030895157332,1301.6277542051728,912.561521909422,1.2658581717026571,CTDDM
279,DDM,2894.28770700834,2910.9298098135264,2919.146139402029,2935.7882422072153,0.0116282278200363,DDM
280,CTDDM,1359.8253256362675,943.5883943447984,1384.6837580299566,968.4468267384872,1.442129032827091,CTDDM
281,DDM,2577.5122618999208,2591.467375916279,2602.3706942936096,2616.3258083099677,0.0,DDM
282,CTDDM,1479.362134951366,1303.0792080642366,1504.2205673450549,1327.9376404579257,1.2950322366253069,CTDDM
283,DDM,2989.122652904474,3001.418245228982,3013.9810852981627,3026.276677622671,0.0008069402867421,DDM
284,CTDDM,1551.360211046626,1347.9893619604632,1576.2186434403147,1372.847794354152,2.0,CTDDM
285,DDM,2216.70600754994,2231.039584635379,2241.5644399436287,2255.898017029068,0.0108262217447024,DDM
286,CTDDM,1564.4686480353948,1268.9298369906242,1589.3270804290837,1293.788269384313,1.7181378829642375,CTDDM
287,DDM,3474.4350240560266,3474.2662043476194,3499.293456449715,3499.124636741308,0.0,DDM
288,CTDDM,1462.7618845175136,1389.9469489798505,1487.6203169112025,1414.8053813735394,0.2930755522104346,CTDDM
289,DDM,2705.586443474427,2725.710212563153,2730.444875868116,2750.568644956842,0.0024480497501538,DDM
290,CTDDM,2042.872744232281,1807.193272358472,2067.73117662597,1832.0517047521607,0.8418990317573655,CTDDM
291,DDM,2636.3451057230964,2644.9559094347396,2661.2035381167852,2669.8143418284285,0.0,DDM
292,CTDDM,1045.5563519251175,743.7867379076963,1070.4147843188066,768.6451703013851,1.6048980270122994,CTDDM
293,DDM,3417.8659675042986,3422.346288607789,3442.7243998979875,3447.204721001478,0.0019841411510183,DDM
294,CTDDM,1976.6258467139403,1745.359470967783,2001.4842791076296,1770.2179033614718,0.7648413046546331,CTDDM
295,DDM,2202.22445387044,2233.1438741631255,2227.082886264129,2258.0023065568143,0.0,DDM
296,CTDDM,1398.954075393718,1022.5830176538236,1423.8125077874067,1047.4414500475125,1.2855283292780628,CTDDM
297,DDM,2347.801396455313,2346.4998016816257,2372.6598288490018,2371.3582340753146,0.0119614046135311,DDM
298,CTDDM,1404.1113163823145,1041.2657843519676,1428.9697487760031,1066.1242167456564,1.7054339691574756,CTDDM
299,DDM,2589.264449661863,2588.9180783080506,2614.122882055552,2613.7765107017394,0.0,DDM
300,CTDDM,1934.5078121071726,1646.4017306825035,1959.3662445008615,1671.2601630761924,1.206384318098716,CTDDM
301,DDM,2309.352921755975,2311.540977993332,2334.2113541496637,2336.399410387021,0.002047542520381944,DDM
302,CTDDM,1307.2694881032107,1157.7218399419337,1332.1279204968996,1182.5802723356226,0.6870483546052718,CTDDM
303,DDM,3023.701395743444,3024.415425366863,3048.559828137133,3049.273857760552,0.0036539241634647598,DDM
304,CTDDM,1482.4757417744836,1246.4306749557666,1507.3341741681725,1271.2891073494554,1.143321935462929,CTDDM
305,DDM,1778.142365648429,1778.5689048539184,1803.0007980421178,1803.4273372476073,0.012789375652894305,DDM
306,CTDDM,1665.609811783404,1483.5778063942785,1690.4682441770929,1508.4362387879673,1.2797811034199025,CTDDM
307,DDM,3164.7818017464183,3162.630991631478,3189.640234140107,3187.489424025167,0.007948441327603228,DDM
308,CTDDM,1845.4027870279467,1811.7327597253272,1870.2612194216356,1836.5911921190161,0.18581786663702973,CTDDM
309,DDM,2823.712948896493,2825.8621566333168,2848.5713812901818,2850.7205890270056,0.0,DDM
310,CTDDM,1188.4536734346655,955.9551477014896,1213.3121058283543,980.8135800951784,1.3966835142429777,CTDDM
311,DDM,2491.836377608295,2559.7872198663895,2516.694810001984,2584.6456522600784,0.0,DDM
312,CTDDM,1179.6130559271503,1070.4644693002106,1204.4714883208392,1095.3229016938994,0.5590652317585338,CTDDM
313,DDM,2428.9894470638997,2431.213247131502,2453.8478794575885,2456.071679525191,0.011229914658403754,DDM
314,CTDDM,1451.8394766789975,1299.9298577009142,1476.6979090726863,1324.788290094603,1.6539230816721127,CTDDM
315,DDM,2310.158092439807,2311.23741703827,2335.016524833496,2336.095849431959,0.002923243819943311,DDM
316,CTDDM,1780.0050268258296,1470.1133996379708,1804.8634592195185,1494.9718320316597,1.4539858630176776,CTDDM
317,DDM,2310.801707402401,2312.674524207142,2335.66013979609,2337.532956600831,0.007412913296658532,DDM
318,CTDDM,1353.566702155214,1226.010555542481,1378.4251345489029,1250.8689879361698,0.5974966792824952,CTDDM
319,DDM,2388.2234560754255,2421.526690804642,2413.0818884691143,2446.385123198331,0.0,DDM
320,CTDDM,1513.3152506843364,1278.2667011718813,1538.1736830780253,1303.1251335655702,1.6126588486745612,CTDDM
321,DDM,2444.697608227731,2443.0557633864855,2469.55604062142,2467.9141957801744,0.01176610690690607,DDM
322,CTDDM,2169.962392338995,1890.3840652197232,2194.820824732684,1915.242497613412,0.9574658086463144,CTDDM
323,DDM,2064.1346602120625,2062.6713988849438,2088.9930926057514,2087.5298312786326,0.015959576596842266,DDM
324,CTDDM,1597.6451619261074,1437.5423105028826,1622.5035943197963,1462.4007428965715,0.6700683681873513,CTDDM
325,DDM,3413.3481216184164,3414.5148417630503,3438.2065540121052,3439.373274156739,0.0013579012963504395,DDM
326,CTDDM,1239.9786597278392,986.013152857271,1264.837092121528,1010.8715852509598,1.59283667044574,CTDDM
327,DDM,3449.341270402211,3450.7790101977344,3474.1997027959,3475.637442591423,0.0,DDM
328,CTDDM,1035.6220584503467,876.916563063692,1060.4804908440356,901.7749954573808,1.1949536183714842,CTDDM
329,DDM,2124.559843982191,2129.2096903410575,2149.41827637588,2154.0681227347463,0.012572362741785185,DDM
330,CTDDM,1229.879332289822,975.0892515092271,1254.737764683511,999.9476839029159,2.0,CTDDM
331,DDM,2345.82282913953,2411.2000741805678,2370.6812615332187,2436.0585065742566,0.0,DDM
332,CTDDM,2028.450365465146,1803.1367977370344,2053.3087978588346,1827.9952301307233,0.6890347115494676,CTDDM
333,DDM,3744.853804405276,3759.565943760968,3769.712236798965,3784.424376154657,0.0,DDM
334,CTDDM,1136.1447346943316,939.6468932073111,1161.0031670880205,964.5053256009999,1.4198817510049204,CTDDM
335,DDM,2873.1397421169427,2872.4528841326564,2897.9981745106315,2897.3113165263453,0.004427275312710621,DDM
336,CTDDM,1566.5748181278118,1345.9909676156265,1591.4332505215007,1370.8494000093153,1.1583396882807449,CTDDM
337,DDM,2600.4031103368584,2622.988215775209,2625.2615427305473,2647.846648168898,0.0,DDM
338,CTDDM,1309.0214337615678,1060.1245764573748,1333.8798661552567,1084.9830088510637,1.3633277064062144,CTDDM
339,DDM,3038.990058770394,3035.8279226425866,3063.848491164083,3060.6863550362755,0.014267259415257295,DDM
340,CTDDM,1012.9467498145973,841.3956962708718,1037.8051822082862,866.2541286645605,1.6416370796746236,CTDDM
341,DDM,2688.808981196522,2689.347727338238,2713.667413590211,2714.206159731927,0.009962625900830194,DDM
342,CTDDM,1811.7816765758475,1522.6008053398575,1836.6401089695364,1547.4592377335464,1.3075132694236822,CTDDM
343,DDM,1523.7753808978596,1528.711747822361,1548.6338132915484,1553.57018021605,0.0,DDM
344,CTDDM,1804.300539849722,1679.651727561525,1829.158972243411,1704.5101599552138,0.6354573723548583,CTDDM
345,DDM,3786.5735015136597,3791.995000358211,3811.4319339073486,3816.8534327519,0.00710848027149401,DDM
346,CTDDM,1596.8074833971293,1354.5959074483703,1621.6659157908182,1379.4543398420592,1.2272536027591556,CTDDM
347,DDM,2638.535106024006,2638.4730832201544,2663.393538417695,2663.3315156138433,0.0020987394067410224,DDM
348,CTDDM,814.2938120318963,611.3409499047085,839.1522444255851,636.1993822983973,1.580745793550637,CTDDM
349,DDM,2362.2007028495254,2364.601161245626,2387.0591352432143,2389.459593639315,0.0,DDM
