,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate
0,3.8184768094902712,3.7969973658462663,0.3057725938430673,0.3055365562671418,0.0119133521228294,0.0674628512777463
1,1.9794881237229336,2.043228684439245,1.2879684412057348,1.2738893741010684,2.8637839311860813,2.94344338039334
2,3.506726478482747,3.1512523954503293,0.3091606004138227,0.1531470415464074,1.5297151106182163,1.6845746591056956
3,3.93414393691488,4.0,1.3711323362157024,1.322371644287379,1.169749118178896,1.187376324622568
4,2.7699291777846824,2.880453742610349,0.3746221403400395,0.394424826997947,0.7661139896194081,0.7484726714679792
5,1.869985501256529,2.2166858913812177,1.2345165260572868,1.5132385002811788,2.1862076611976384,2.038039268993891
6,1.90514307121324,1.8311665421062868,1.1516657061435498,1.091977122869928,1.4600750087458874,1.4030597298044158
7,1.7834475107977434,1.837288095115068,0.4136186758012445,0.2229353342857694,2.766652886836339,3.0
8,1.8232886326281328,1.5,1.867843373912182,1.593184992001182,0.989411943303694,1.099073866747479
9,1.8738422139578688,2.5348726997540845,1.6155293808318203,1.7925121716068098,1.883483992395268,1.8618403775741912
10,2.1488045934342184,2.1260041479869427,1.967899609534132,1.908170265003034,1.2655855468743016,1.2992320868141076
11,1.840940857309019,2.1160251097391707,1.7652461232364236,1.9918157850932845,1.6641609164698925,1.6556081102952362
12,3.363559844824761,2.925706217083515,1.843585549817076,1.593881158747087,2.0744868894478437,2.176588292076168
13,1.7124828831188574,2.0095017728045357,0.6283584161240733,0.9240011230860457,2.596641935782132,2.5072349049975777
14,2.62346126769358,2.7985906075227063,0.9511778199490394,1.0073577579556792,0.9717792480748786,1.056127126974346
15,2.0745841204043716,2.133239691857021,0.2433611763470238,0.2556376598292696,0.1105716931476137,0.0438317834879623
16,3.621394916951993,3.479552628937829,0.62850359093303,0.7018726047248465,1.75469861048432,1.6572120459572943
17,2.524164318017702,2.564361174922775,0.2300710583338905,0.2628387854887631,1.7486455100109897,1.6815182273318627
18,3.0078613682436504,2.999392951334671,1.1078239705118278,1.0927351760125834,1.4541230999318098,1.5388882722806438
19,2.3038878369229354,2.9285925053359674,0.7603444320841757,0.8751056838765531,1.7982145911310847,1.8847520902631043
20,2.024398376516664,1.892591067233109,0.5762750108986804,0.1,2.090855195600202,2.6478239842261724
21,3.0505155927055094,3.3724368853670574,1.7329279993900333,1.8066187473219375,1.979822781725212,1.820567122712074
22,2.2286195781182836,2.247569090772247,1.6365236384435702,1.8014827250671732,2.985677163711022,2.907834777560643
23,2.035074687859169,2.2414310518639495,0.2785401771210776,0.4538675641226621,2.7485944371680895,2.485092670815745
24,1.5036113334396837,1.5,1.330784136908564,1.480517060401,0.9464530715538972,1.1012465537429863
25,1.622845988873769,1.7715131519005338,0.9183524718896,1.0761859182804814,1.9829473129987316,1.8751269675757525
26,2.7738904505123045,2.8141983339314267,0.1041728365780899,0.1,0.99526566916004,0.9822354901369436
