,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,sigma_estimate,ndt_true,ndt_estimate
0,1.6731568634353016,1.7614441551746212,0.14169575125397632,0.13376181764699627,1.9779026215461135,1.9320089477442441,0.5990855634373352,0.6692524169955636,0.6304266852830798
1,3.3058072471653954,3.1481112796370194,1.0602224930929447,1.0898710850009428,1.9661028656702029,1.9721536152408627,0.5776030320638489,0.31723794057752225,0.35051045005386877
2,1.7714370212556771,1.6716088623155736,0.5938736799470872,0.5921397309199026,2.7430885730810024,2.5777764430901557,0.5744235321289133,0.2625881592877192,0.2735880433057343
3,2.333504280706569,3.103336034791688,1.7391876223958396,1.910194585628052,0.8835409459672761,0.8722035781193381,0.5852772559827432,0.7791899106439447,0.7291643350452792
4,3.947156743100501,4.0,1.6729938765708117,1.6504691247364849,0.756431421618243,0.8324265186369898,0.5960802458337549,0.8382521343334871,0.8312523945796484
5,1.599676686861081,1.5115111911134902,0.5138915046339207,0.47014735647138833,0.25607691876380645,0.283737140439881,0.5842299158067041,0.3300976370510188,0.3611029274590254
6,2.568579933723914,2.3524995019780897,0.9615621949591427,0.4420856923818245,1.8057965283575466,2.464426446782479,0.6042111919536384,0.6357273730391019,0.6539003186787165
7,2.1638329523526716,2.591604649040364,0.7334936591813596,1.1822603013281145,2.9523433964668224,2.7153303918068445,0.5962686490075073,0.8926508396932187,0.8786508500654141
8,2.200256168549567,2.455496856678693,1.3579989748042494,1.4640756086868134,1.7724708087479544,1.6540598790637526,0.601858197493532,0.33611813979374106,0.3201182176526106
9,3.8667947137565353,4.0,0.16011868572743218,0.1,2.6641365997736743,2.8160429093580506,0.5974738967902006,0.8974042483400035,0.8782327210012661
10,1.736377737499652,1.7911958133269423,1.692535942779397,1.6924368856738627,1.2370019556779706,1.219414995296106,0.6481742196998118,0.1524621918986253,0.1534621353493542
11,3.0019743987564356,2.744333544320093,0.496291283193347,0.4650187834922387,0.3185739212437737,0.3296047892629493,0.5835732271505123,0.5415205713167912,0.5626805487009894
12,3.377146527666767,3.260716184016421,1.574496751380946,1.4675229778959586,2.4259490270582664,2.47407507020756,0.6270984560300561,0.5656371604406557,0.5665233568722285
13,2.2760719100412854,2.5382942233062815,1.3810528818956258,1.4513291096767873,0.8228726970585846,0.868394378363958,0.6221006455232612,0.6154996479642841,0.6044996624474472
14,3.261344798216193,3.1237302030663265,1.0343673216047429,0.9777142049704057,2.6630775295948106,2.6209509056203366,0.5867064086443838,0.7568738265334874,0.7668738120777738
15,2.9852345427844824,3.3399903304094924,0.25188467064457754,0.41243204295218683,2.469578802566146,2.296718683519193,0.5944792735727054,0.6213527431971074,0.6013526805653477
16,1.599301683762635,1.5,1.843671181304987,1.583781660291752,2.915877324943943,3.0,0.6131252196344684,0.114276568976604,0.12538574408673683
17,2.799731794020073,2.1105186347029434,1.8691255983659254,1.436151224371391,2.74754124150927,3.0,0.6192896989826793,0.3646244044708172,0.41662439756735703
18,3.903413708457138,3.9609072732858266,0.9144516035345186,0.9348276410567566,1.5262501737815621,1.5547341448165506,0.6125842554272733,0.3375110705145524,0.3451617644112514
19,2.2094375273979843,2.2540605919422627,0.15208869037239287,0.14318487307837927,0.06287551899359434,0.07940362255030782,0.6011590570518831,0.17785317786264276,0.16950620985866333
20,3.836785907811273,3.398289350169903,0.4285316728467841,0.28264010860630173,2.9334032385863096,3.0,0.6015366530898908,0.4770365668086531,0.5110365501172238
21,2.2756340063436546,2.2509215647704623,1.5673920903655638,1.4963748278096967,2.720253982620231,2.63843984476285,0.6241702273942833,0.6491618207281198,0.6451617824408336
22,1.924735539289989,1.8939873559301559,0.7954319545255135,0.7359296103636748,0.26983617275699734,0.2782064153344933,0.5952651272119632,0.8478141553257538,0.8696080086009421
23,2.2493840407125782,2.197998764754297,0.5397673907720795,0.5426841667136364,1.1715951700618235,1.2039203420847602,0.5935566991630646,0.8027192759918691,0.8156228464630179
24,3.029342357804332,2.924615456682928,0.10608048267271292,0.10347975401356302,0.21095309463892253,0.1993367783086546,0.6185544522974775,0.4517038395228123,0.463362445940011
25,2.498783458864376,2.768613656027977,0.8955224942025123,0.9550767820467727,0.9856529807947314,0.9796083723487187,0.5938711073733455,0.9919739383241535,0.967973695975978
26,2.435171613615076,2.5777491234948657,0.5364675598103312,0.5704549954019305,2.916225951425603,3.0,0.6048593568963864,0.5758967009738934,0.5687717105227958
27,2.409336507777705,2.236853014242682,1.661230458333734,1.6147574804138247,2.8414940841528455,2.7922540281897232,0.6045728041492744,0.4780831992529874,0.4930832866289505
28,2.9493961747283683,2.8127007045759322,0.4989613790943318,0.443381335907974,0.4278627166758622,0.3779288859842559,0.5758445266903435,0.7936550871853587,0.7946547289368773
29,3.9690466743518984,3.356366934435743,0.4345879892938296,0.12716327303834768,2.5188759140536847,2.999988892216459,0.5903511491390161,0.18238304323046392,0.23638310504068274
30,3.211070446888276,3.5059411546336,0.38175726259164633,0.40507395565386095,0.5203873759607327,0.47325669074445237,0.6018473589252428,0.2568896080438233,0.20356845590714995
31,2.392200727488355,2.0865079286028188,0.2892174611735257,0.20647599556819052,1.744793579349179,1.7959574830150724,0.6139485227449412,0.16446604579902444,0.23246590476486714
32,2.8246796092058504,2.4430319228139195,1.8990367978459652,1.6542003964841279,2.015769863684898,2.1213520649320894,0.5757497095538883,0.06606057375740265,0.08706049842479174
33,3.838419532300592,3.996894651589103,1.916828392812443,1.9596883140137156,1.97283437597645,1.8743254397146827,0.5893269056715853,0.5327674768130943,0.5297674763723215
34,2.000283363610343,2.0127322295990373,1.8806521543652248,1.809631380652184,0.18969736493576195,0.1422565248715354,0.614164837259527,0.11127234923938531,0.12438881684265087
35,2.436849136461568,2.129527204148104,1.167931038090927,1.039387396027902,0.5231408785949747,0.5257029017880543,0.5828650761779353,0.5770099054935841,0.6075866654654885
36,2.0398187633061364,1.865651850085695,0.8809865977512314,0.8098975278377682,0.0009971294051887014,0.031386534608163416,0.6055132058362036,0.3934978776377033,0.42194668963112536
37,3.81304186924622,3.471298836382527,1.3563727425498178,1.2917813710237724,1.632906839434359,1.6039131269752565,0.6077254260875152,0.553119193270776,0.5661192379284314
38,2.0542598202778857,2.3418596234774265,1.2449522083514615,1.3297286903492846,1.4304828925386088,1.337539855347416,0.6014391426034011,0.2425185313278309,0.2175184233100888
39,2.3353570642239623,2.4375625852361624,0.17417139661443912,0.20127246356456652,0.40870036493964346,0.4215401679695706,0.6093108849533773,0.8363501341840418,0.8154554911064801
40,1.506096340501499,1.5,0.735319804273269,0.7120118871730894,0.9985062832481107,1.0599797292435498,0.627973158621288,0.8335059995654706,0.8715554075788046
41,3.641257581584076,3.6185246559227835,0.11524062195664897,0.1,2.8871438752812755,2.9282893627415674,0.6104778214629752,0.8396290706142113,0.8207007610937526
