,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,sigma_true,sigma_estimate,ndt_true,ndt_estimate
0,2.913800505020564,2.868260368734209,0.6988259640456097,0.6231461065622861,0.14470938333293903,0.1909699008339061,0.07079871540634977,0.07152348494627762,0.9948089112575521,0.9936151519805086
1,1.6766177131829785,1.8425437561706843,1.7138663248758184,1.766590426706606,0.700168651805441,0.8086186509962209,0.07145133503351782,0.07125900320677407,0.9854436492099672,0.9795437689526267
2,1.8711476181244855,1.9644761108696178,0.6135450182248855,0.6550196415080219,0.540148781554448,0.5415531712304001,0.39037769688686386,0.4178715888543961,0.7740095820327263,0.7600096024760125
3,2.3699232603961744,2.288537662286988,0.8052036118915199,0.7334917865778697,1.949364076477328,1.8918998293742102,0.15635126206492114,0.15211350098658427,0.12630724100115504,0.140374059639648
4,3.2723157496245463,2.7664262832139728,1.4817441140255636,1.0172104632503034,1.310370714492683,1.4175605215004412,0.38242984222543297,0.3805177691154504,0.4764567947640568,0.493763747071604
5,3.254341536333379,3.2690729317577367,0.3043292004262747,0.31954394687137944,2.883398239351727,3.0,0.2770776574049547,0.27017673260980596,0.2256044448438799,0.2398899885378941
6,2.9899268087468753,2.5586486051590174,1.9922115306868566,1.4240530214529297,1.2553848367555056,1.0926450800934009,0.08133607906790703,0.0777713388479,0.713590989628666,0.7125096555895013
7,3.0418122503440097,3.0741093747094816,0.22842734213106783,0.21674713496427303,0.21947603722975806,0.1689543032371125,0.30597886538742186,0.3199733451764593,0.9611700190866175,0.9654198285125533
8,3.5251990878770334,3.7395236042227893,1.1817693364003214,1.3725978940964978,1.0275083870050665,1.1282018941049194,0.2344732393359611,0.22551360257994021,0.4021231571846256,0.40774061870962464
9,2.8768834498161637,2.900214608091118,1.7549836550796816,1.4939607764055218,1.757728275213264,1.8395639037559284,0.10737417585313608,0.10686650202472367,0.9520614093949462,0.9516312614226999
10,2.2422542973941497,2.13890226790033,1.7607713063174166,2.0,2.6111384766609507,2.4057489381746158,0.41420876178918115,0.4053105380138061,0.5363305321522859,0.560330526875816
11,2.6344246192230636,2.625302551959365,0.7515761704109241,0.738418156529016,0.4752265626045822,0.4876873539331354,0.4464875280688248,0.4506025000366606,0.8036237829466745,0.8146201254356473
12,1.7410782333866879,1.802856202614435,1.794939583677359,2.0,1.8090935746166286,1.8027776636902757,0.08635975097380678,0.08792994446713247,0.8542527556449777,0.8573449718213166
13,3.311220884917249,3.4445087318139,0.2399773581599442,0.24032322764168004,1.0730162453371022,1.033419967072216,0.4388646526036519,0.4425189902416532,0.5255405900370147,0.5122526357183208
14,1.7077244975949273,1.976057578185128,0.8246520398916128,1.0594356317604214,0.5507270423189631,0.5868669144767816,0.3055017506072011,0.30731737061298736,0.6318634669183121,0.6075532793772587
15,1.6194817359363598,1.7908033012159676,1.578903612391672,2.0,2.8653187166147402,2.6126311963223383,0.1517675501753565,0.1514079771127618,0.9023243101188576,0.8953236452842932
16,2.6197848606838754,2.6250949859292323,1.7142575080742346,1.6877594129187787,0.5038667490457418,0.47356909508801004,0.24213991433299853,0.24604117643702006,0.7585115225259763,0.7655186287338547
17,3.4477830663528635,3.722254412784693,0.5976898936887105,0.6494833267671896,0.7474425994341798,0.7774830376670075,0.46530517359783186,0.49285266609154954,0.2103383432930952,0.22873431832701907
18,1.512061186362973,1.5,0.436015945279833,0.36030273237224164,1.7929188469705175,1.839683565779869,0.2967070974287118,0.28856911450136574,0.6373864680369382,0.6296841917037392
19,3.475556724461599,3.6221902663337238,1.0503981469688823,0.8769344027296051,1.696321146184904,1.910240561848205,0.4907671950823132,0.5,0.6409777939668164,0.6039768901848765
20,3.2038058561319462,3.323854077745038,0.4169041714835792,0.4783241289710899,1.8176510803386345,1.771752792414776,0.10430227538548714,0.10384184442746437,0.5757821958063044,0.5706520180487947
21,3.999086134384035,3.999981932568816,1.4417565436810487,1.6210277109163407,1.9635136904181854,1.823665955407181,0.16138472520355823,0.16058780477532814,0.5305034153998975,0.5342261217484754
22,2.4098103792483023,3.0318451189742044,1.05805493194225,1.6247823037008498,1.429280264867276,1.4056372149749765,0.14440237041343382,0.14413408655912968,0.9412625295328714,0.9252624300990869
23,2.946309673978542,2.8791220597656584,1.627042778166672,1.1322258273431844,2.6897628105218225,2.999616079377497,0.36945976880750164,0.378633791933048,0.2963029450120049,0.2920933097496098
24,1.635709845740632,1.6354243696374213,0.7687634739962991,0.7471635596628139,0.9504263421748087,0.919198994270733,0.05747284690040994,0.056520399081902296,0.942950489845857,0.9472614545727877
25,3.9093240022672653,3.7861171585107147,1.931278290694043,1.9298211456197756,1.0067611234765252,1.0429326682470528,0.3875150711276445,0.3739328945695316,0.6365644479860537,0.6525637348578271
26,3.7480678086718675,3.8857962418690315,0.2653775690939953,0.37745635031498687,1.1753645547086977,1.0689556441274821,0.19818392423390266,0.18697750235678715,0.4362047896061334,0.43770505488535283
27,2.5080539153307777,2.3961286581756926,1.5318727529907972,1.2050390288625423,1.6346570681209067,1.716004889031458,0.2349420957704334,0.23509556664582498,0.9939664989640518,0.997661764678867
28,1.808210434829407,2.201364804153556,1.2978668932890272,1.9900836668808313,2.1396473811533006,2.0109667962317372,0.4935361257611152,0.4854556181591738,0.17592398559561467,0.15492368496969727
29,2.8850216457072912,2.8274501704193766,0.2940053566795398,0.2690223990193272,0.13220613013457672,0.07775233576584369,0.3981715380639238,0.3866488273952178,0.46998717210282526,0.46251481986307896
30,3.6237770738842583,3.5949443363284903,1.1125586264989944,1.1437295016113715,0.32683950338731527,0.34568832102475533,0.411001555322813,0.3905624977914059,0.7312251597916145,0.7487458797265079
31,1.7754871586363414,1.8374020927956514,1.9120114782760476,2.0,2.968344786454502,3.0,0.12040292720307331,0.12235214586696269,0.7488334991294644,0.7428335477276368
32,2.1242093979650933,2.260483685151081,1.67165359239251,1.8098469260991747,0.20209650154118808,0.25712986035870006,0.4456347925615261,0.4487780592882259,0.27897880542862613,0.2759787868845113
33,3.1757758962658116,2.7332195576507363,0.5783181037509454,0.29488118601662144,1.4187116163261146,1.5352274382907982,0.16238729633376128,0.15564519304474242,0.1925951789474775,0.2076172186688353
34,3.772756494866029,4.0,1.1106479237621874,1.1167188919651152,1.5179474426291355,1.5938964853267583,0.10664009066486178,0.10772332549896091,0.5332303945865491,0.52367286663893
35,2.0005543463562105,2.033358857098025,0.23456900415997162,0.2306786683079379,0.20376168336114608,0.18644942835051584,0.0812944673993471,0.0802054530945944,0.6722729109353545,0.6769694054671584
36,2.5150567558827297,2.7065494315526486,1.5494901249808668,1.6866563947710023,0.22717499408540498,0.2582608749104164,0.15720375126461583,0.15572533424926205,0.34311515858339947,0.34561220118031716
37,2.164004003595352,2.202546318826569,0.29582612154143345,0.24894590877135897,2.0955674365735297,2.08748608284248,0.13165212362925383,0.12852657004975185,0.30496206561979194,0.29774609889088716
38,2.33283211689577,2.5154198667472687,0.21113396061330814,0.2925561741377709,0.7912671471278427,0.767326038978643,0.31711183188710074,0.3262117739316407,0.2832244973543594,0.26073233142530194
39,3.3428294582414866,3.3816112995583882,1.6200314450264315,1.5475237623535572,2.1357015012157223,2.1677252962713442,0.2774025949360703,0.2800630692056808,0.5158787263936073,0.513878716685733
40,3.1343321472226413,3.1807632465660554,0.7217896338288232,0.6532024254134243,1.449995169626897,1.5209786534247247,0.1500811003914707,0.1557636062294731,0.7712993100651251,0.7612993096418528
41,3.6694714681868756,3.893670549742204,0.6501882220864809,0.7725408469900668,1.215770426181051,1.1563408966769666,0.4338655392510336,0.429465700191191,0.6336306204474694,0.6336305569677826
42,2.26181176991831,2.0129183846473078,1.4865270672934225,1.8168690756308752,2.6645910064797778,2.6210778554704848,0.43418794838252206,0.44109178540970106,0.25736378774393825,0.31136374932196254
43,2.308122436536233,2.328503385644763,0.1408202395828756,0.1,1.8389533717710091,2.025278911727949,0.0667445120338596,0.06620972735352672,0.9694232540269762,0.9727780075892062
