,b0_true,b0_estimate,lambda_true,lambda_estimate,ndt_true,ndt_estimate,mu1_true,mu1_estimate,mu2_true,mu2_estimate,sigma_estimate
0,2.1671812056908215,2.3740231297489034,1.588008874584129,2.0,0.13383026401275167,0.14800756688650218,2.7816213609337272,2.8614624354853686,1.3712175596862939,1.5494768228507112,0.9365051963401549
1,4.625627253709089,4.576703051813021,1.8331572576519914,2.0,0.31726104364569485,0.34242302295512617,1.6258327127618761,1.5886646744321933,-2.455420042137884,-2.4467336271369344,0.9807539714121647
2,2.3117629522132184,2.0,0.9624046172772452,0.7148775630401087,0.33685337315882735,0.3849362633357007,-0.10605616795789441,-0.03278515999770412,1.9927313066219898,2.0130900019802906,0.8976384435920922
3,3.61765652907098,4.172742942278033,1.7158926931254255,2.0,0.6634790303161991,0.6576844230992274,-2.837276823245869,-3.0,0.8377149675410989,0.9835542750388852,0.8922420578192767
4,3.3795530466718726,4.504704776851395,0.791640125896838,1.489331340800923,0.7721563981569709,0.7666778718457073,-2.4478936927748105,-2.5416737875595454,-2.807816578497167,-2.836581695169916,0.8721084220555143
5,4.37438052944362,4.592181357911737,0.10123117554074583,0.1,0.22987771104142887,0.20635948017314124,-1.184618625940468,-1.257513404248355,2.570178860575667,2.74584754235193,0.8831491567821392
6,3.469098246125325,3.623057668562503,1.8228470620580417,2.0,0.3262454239178481,0.3476873313917562,2.6430143296136603,2.6839135680559387,0.6225557303967815,0.6234746202384436,0.9159124952826216
7,4.501617190457186,5.0,1.7631408802621193,1.9378234313925544,0.7664153805995825,0.7659141465397773,-1.8606355310422074,-1.9197696368991475,1.3338747732592806,1.4163969287108868,0.8712966681768565
8,4.2702278376275675,3.4540656904611646,1.8336712363876717,1.3095242925360657,0.1769848415267894,0.22081098016688383,1.9318994504726115,2.0486089027569543,1.2114326917267462,1.248267033584991,0.9216586791384754
9,2.683542646275579,3.3562878513869983,0.3326883834969572,0.5311438505405546,0.5952053382215544,0.5083945946817848,-0.12044001898389545,-0.07857379897049044,-1.3994172324831782,-1.4172483550352788,0.8934446231068818
10,4.423106099062137,5.0,0.6966883002861225,0.8398443873022006,0.7713415769806403,0.7544823408706428,1.434882352737799,1.4683425313715035,-2.9531121844260335,-3.0,0.934442461535535
11,3.9908076184098973,4.432816684246969,1.8704106389713393,2.0,0.17354264627007643,0.16160873831390002,0.14481901339047343,0.05382786899564051,2.6193598201493478,2.6869287085957105,0.8991135101337927
12,4.132756866341698,4.551130604125681,1.9721411375868345,2.0,0.23205990454163483,0.20332894140887486,-1.9666714335467863,-2.0616815837034492,1.3642194109892183,1.402841980337395,0.9384037506790214
13,4.835127603850888,5.0,1.272143290452472,1.6723938937698812,0.583454538857017,0.6098262435930004,0.660350364022469,0.6036658326236763,-2.646475682607315,-2.4718213783515655,0.8791760383200079
14,3.4277214884963363,4.033515003282945,0.5214722689210654,0.6169874823737296,0.6267399507296625,0.5367399352912869,-0.2611476420425396,-0.22968472475970464,-0.5106271917414702,-0.527290252963031,0.9417975265816534
15,3.3179328694959795,4.060045149560574,1.6024382914932178,2.0,0.4365248239295582,0.40072552184182403,-2.89820768951045,-2.824627131969307,0.9083540027289172,0.8294366570937628,0.912668835274489
16,4.9469813548446835,4.805132242206321,0.5192594006745721,0.525381224921103,0.6987268186580734,0.727961608416835,2.4387875327288158,2.3889505318906323,-2.0755251460799418,-2.1305607293118585,0.8564923240846767
17,2.4492067043696832,3.080001825665073,0.3990920660103347,0.8273448622510147,0.5325884923443382,0.4893907881331166,0.8331798413560694,0.7268782786330954,-2.0897901773949776,-1.9152604454709306,0.8903383291425947
18,3.4865460423099672,4.588415162404566,1.2495547474498587,2.0,0.42312911648422363,0.41431796269402144,-1.474954516849682,-1.4831497542162713,2.5907060984117627,2.7265489336274946,0.8919831698895058
19,4.072282870352093,3.8294132924270743,1.8653720529662365,1.618912456604432,0.9332176369469537,0.9576944968133256,1.2096635404486127,1.205583223900716,-1.9336988337322325,-2.065035614051314,0.9020088573580389
20,3.956642455178759,3.4542924826735595,0.5299475242761341,0.3889807757049601,0.4417049658218058,0.49306255573911306,0.9724069658084975,1.0166682747908784,1.2094116709115525,1.1985799250459381,0.9032346602687689
21,4.186842446754281,3.855416750646899,1.401852649410418,1.184966240257204,0.6989033992818368,0.7267188487528464,1.874132742653931,1.9746528092353814,0.7767402972458726,0.8243383904027335,0.891773905801064
22,2.5489194734994642,2.6222214423496437,1.2170647740780618,1.4296744410299986,0.4305959110449614,0.4322381013506138,-0.8769226546316393,-0.7827482646686766,-2.614647541249268,-2.462015460735912,0.8682847290926986
23,3.079253520363924,2.1601177969281564,1.6435127125364017,0.8322621201994467,0.6262426100791525,0.7012148236074076,1.5208668457011574,1.5762226529468273,0.45958166470290873,0.5377421863891779,0.9001052260487188
24,2.50195802958948,2.201660933929193,0.9009957839354662,0.7009559476773586,0.7297952859214502,0.7600436789735352,1.2744349956609393,1.3894803272597724,2.306201887466273,2.3659815633507137,0.8828384296006865
25,3.8251737046160352,2.7174100776236476,1.9918089239204397,1.0506383380942041,0.1252182575397424,0.18134365167677632,1.5945880953868137,1.6783529557205317,1.021338313244581,1.0632990868169132,0.9038987223867074
26,4.670095661091398,4.245631198331892,1.0487144336747478,0.8303834238653892,0.9703334134810851,0.9861798496716921,0.12583817586667467,0.13571050319929373,2.145488981337584,2.2170610051559634,0.8778167879512334
27,3.3344466178311265,3.8008782575535265,1.5369198608393178,1.7545874073975851,0.9175131562518546,0.9071126272945046,0.4855840249358556,0.45289621558257376,2.042748048149296,2.1298283046300646,0.8922400332340273
28,4.482881934374655,5.0,1.6566043302331457,1.8409692240363489,0.20175274846009494,0.21722604429602654,2.4698390774619954,2.724339505870735,2.8116356688114115,3.0,0.8928286420546842
29,3.6247933911812384,4.403056356759697,0.7676348159221815,1.3519448034377746,0.3583661125260774,0.3878599415525102,2.483636634277782,2.60013000786126,-2.8736154207189744,-2.9782878494507417,0.8898772344217449
30,3.6786191293232613,3.6304951520495683,0.5725017909175388,0.46415561136694866,0.30073299166165807,0.26939985736872873,-1.8834978900908597,-1.8786587388718978,1.0400473994812773,1.073942767721601,0.9072751528121087
31,4.775535272751542,5.0,0.8330205780872559,0.9488895152560765,0.9777795424550458,0.9810894564117445,-2.5716885047781046,-2.561108746352084,2.368408215465933,2.3121960992378936,0.9326096923962788
32,4.431069714383659,3.4780286256388813,1.4386772656474616,0.8619047630131015,0.3505015192881741,0.36897653805464115,2.2098815699082883,2.229177818416937,-0.2167922927425252,-0.24620769456470895,0.910211066044333
33,2.040087107762701,2.1957513680885414,1.9841701154099745,2.0,0.17884505044335414,0.16666330717050376,-0.3888948242763075,-0.3816070132741502,2.509786410931401,2.4933440433515446,0.9295654228126397
34,4.322108748597813,4.546379992513286,1.0712286383899328,1.100716094430338,0.45329997865849375,0.43315218190724986,-2.192826565723097,-2.135998484832637,-0.4152011667333748,-0.4971921075189392,0.9048902788984676
35,4.131034892021232,4.172968080850043,0.6208215556489494,0.6330805526056964,0.788986268416692,0.7770261765548715,0.7137172080199397,0.7036753353174504,-2.4042791581514535,-2.424188678846871,0.8761873161402881
36,3.364846793427094,3.492442986092251,1.8891123408441477,1.7200772154673736,0.4208763284745782,0.404875376694934,0.47939563165731824,0.4546219266433543,2.0246044463828707,2.0393939996978148,0.9053045555552259
37,3.9190194001512166,2.8468103508975267,1.9405473881561686,1.3688137265184985,0.5139778898104279,0.5933454976645272,1.863163182909395,1.9098006045549,1.556325481353475,1.7421747407170505,0.9047879391246189
38,2.6810163827245144,2.692394790195435,1.4451906260240739,1.8338640790386211,0.2879927149246251,0.3472398042490782,1.9367446978341605,1.9423236074153656,-1.587090123403958,-1.6246266752080412,0.8963207920772348
39,4.417804341955943,4.041908658539809,1.4776493975772087,1.5844205790535826,0.3762307110369764,0.44294308604758653,2.4643833344976054,2.4555353460251244,-1.69581779076449,-1.7193497188943088,0.894947278293472
40,3.092887798542632,3.106448775881943,1.1495151124178293,1.07723277780212,0.1596818317617462,0.18231152109358595,-1.0258222082265973,-1.0833544992329336,1.57228854846313,1.692562802554066,0.876994052742263
41,3.9808537404776145,3.505514019649058,0.34179836250570056,0.2762522292266534,0.3576630253965955,0.4348067799371473,-1.5893501612047454,-1.6179122354047633,1.5803431177411194,1.5609797761270878,0.9030980240931459
42,2.167946760743776,2.8049158810632377,0.3024269862373227,0.6690399975608461,0.9784098813725988,0.9273248831842539,2.5639570912142213,2.5457848686554474,2.211541797399992,2.182311188067104,0.9092471808119216
43,4.096873848271478,3.8645057408887125,0.3911842007906281,0.3711409587033937,0.6199073835000042,0.6764419794435297,-0.6810327687668629,-0.7329441625636803,1.7418361900079704,1.763039424901551,0.8697888162851252
44,3.133681465639819,3.903179336701927,0.6880018954519329,0.9417948726123476,0.7109025423967835,0.6363914725719261,1.8523552642430143,1.8683904463664274,1.5653488014789527,1.507443454743869,0.8896708589685247
45,4.590776544963307,5.0,0.41674220977224025,0.5282062871714597,0.5336239013676556,0.4960006572766735,1.7590575245267495,1.6770288880503332,2.893837949057816,2.6561176843094065,0.8502138421443013
46,4.864962543814218,4.7512635442266244,1.320558539817277,1.4476014801278354,0.4836161443537764,0.5293142777424252,-1.7779814175234299,-1.797927562233187,1.9232578965359055,2.0489548176301966,0.9372403657210491
47,4.995688438116863,4.792853566296169,0.11163801491209827,0.1,0.6280118735745559,0.6412906434640568,2.8952937556814122,2.833114484302169,0.017623689277805443,0.054574093619090346,0.8790049683879109
48,2.4710024597375035,2.559974827667302,0.10052662516067651,0.1,0.5413975514673132,0.5360178192111383,-1.3468491985376727,-1.3795233919621959,1.9402035161658486,1.9397968891235846,0.9274123768349574
49,3.54842956754986,3.1867804158896065,1.8382727748499386,1.6516898294137625,0.10958120437995768,0.1535171363158116,1.4610130875926892,1.504753387887257,1.4634245058390434,1.5880694835446008,0.971078018101262
50,4.4817470492974145,4.421089211226412,0.9979075924941078,0.943470816488031,0.3145452631107594,0.3147803092421225,-1.5508311158183277,-1.534199021716908,-0.08449726416846404,0.03541715747637075,0.8907225858772166
51,4.616991695220757,4.987625774168778,0.9567454882360381,0.9373236054907359,0.6400131149771661,0.6002808444794041,1.0978927087259278,1.1789556679878532,-1.485571684623273,-1.6006237959888172,0.9268644547486113
52,3.449337869110577,3.940561307638311,1.7921998470131337,2.0,0.24562508527803112,0.23797691792724132,-2.628756922485327,-2.7191715113549124,0.016429521545607617,-0.049234545784656816,0.9329237674559645
53,4.536457507884447,4.64635836124229,0.7031757334701824,0.7337845966794355,0.8728011318294379,0.8824155593614578,1.7566095540838638,1.7935492796290606,0.07755278699171586,0.036486398263546535,0.9106527581540667
54,2.8263658297801815,2.8116760487333896,1.9791269694272648,2.0,0.6209862269414445,0.6519639732274801,2.409568133733713,2.607946630338341,-2.782036665890679,-3.0,0.8419425553933034
55,2.6192910037041743,3.2406255417729803,0.9467943178095766,1.3459520185811358,0.19542310913168193,0.1523962554157008,1.407349872024507,1.2583665610994434,1.3045135075189882,1.3024777182166292,0.8928808229505347
56,2.0927252099640103,2.4189273507809164,0.8623583617646978,1.199780041661782,0.4112914671109275,0.4122912979952578,0.5034702130106681,0.5701990221157844,-1.7799095639382698,-1.8226298684432012,0.8554506831613876
57,3.6261993850161085,3.2988537244719653,1.7338096649184875,1.4271631117426964,0.5253703051963386,0.5344403737749982,-1.3311437647038369,-1.4244114142417135,1.3616973834719317,1.357957345298106,0.8694813014849597
58,4.9668846523785195,5.0,0.38791150142543956,0.39646714691087104,0.34596114680017476,0.33209209635742226,0.10467143214208918,0.10634678217421031,-0.9600996867675922,-0.9698047661614595,0.8889189144958338
59,2.2492836761751938,2.6387681702856565,1.701665439203875,2.0,0.998091787881464,0.9895587495752738,2.9480939541984483,3.0,-2.8517000970070714,-2.91115014620192,0.9046033052884073
60,2.976044423293236,2.826974750880717,1.9314624164227383,2.0,0.7462769321963282,0.783131640376429,-2.095183590690384,-2.29960460173152,1.9901997322184117,2.1171800101151583,0.8990573016108031
61,4.105254613271866,3.834729642728237,0.31034017656994334,0.23147071637611558,0.46043484092107545,0.45927649162306644,-1.6765847522836237,-1.6727736396482658,-0.922303188253828,-0.8774912023999426,0.8929788009494806
62,4.712377895267216,4.889188980548937,1.9781357094663983,2.0,0.3295866724502861,0.3534355528352039,2.3233979564666383,2.424749468412922,-0.4005510689932854,-0.434285886559034,0.8173444005070721
63,3.004259845340536,3.3060104761968336,1.8982799376137467,2.0,0.7262030376496548,0.702203663104755,-0.601765727712902,-0.7510892110971257,0.5893130408424123,0.5650987210555938,0.9345845036410665
64,3.2144981758224267,3.5865784028294376,1.5626060320002957,1.5982559280067785,0.6875605429153719,0.6661917815326486,1.8440437108242902,1.9308310552425354,-0.7723369594811211,-0.7319703534818857,0.8961386505769133
65,3.561725970713071,3.2370188276061365,1.0682370998147035,0.8983269099053243,0.7555778803896145,0.7855778407315352,-1.9630358670454646,-1.9727819554530042,-0.0871913940178548,-0.09321276754693905,0.8738039985583479
66,3.374065124351553,3.4982222299098487,1.5532664624822723,1.7057999490692364,0.1762590191958701,0.20322188148970172,2.124552050425997,2.266758303939708,2.2103458366835844,2.283660529758487,0.9357814849294736
67,4.563043789062467,5.0,1.272066119107328,1.581271244881046,0.9993065972997957,0.9937667349782077,-2.5762363527570304,-2.5406761133099582,-1.3923814901036689,-1.3104529974123036,0.9242291073133178
68,4.848788779405319,3.89611473864188,1.4983201012620946,1.0816521728426995,0.47746977641761484,0.5304123558766947,0.13403292605545003,0.11141842340695461,0.9591172602520126,1.00645868869436,0.9362401141664749
69,2.679879441883306,3.473101831602209,1.1170823281426572,1.6800566903404146,0.4490182591352814,0.4363413753078894,2.66366264754041,2.769194676000907,-1.6632653288318102,-1.7075010366138847,0.9200670319656326
